Day,snap_shot,location,location_abbr,cases,Source
2022-07-19,2022-07-20 17:23:15,Virginia,VA,41,CDC
2022-07-19,2022-07-20 17:23:15,Washington,WA,44,CDC
2022-07-19,2022-07-20 17:23:15,West Virginia,WV,1,CDC
2022-07-19,2022-07-20 17:23:15,Wisconsin,WI,6,CDC
2022-07-19,2022-07-20 17:23:15,Non-US Resident,Non-US Resident,3,CDC
2022-07-20,2022-07-21 21:25:09,Alabama,AL,6,CDC
2022-07-20,2022-07-21 21:25:09,Arizona,AZ,22,CDC
2022-07-20,2022-07-21 21:25:09,Arkansas,AR,3,CDC
2022-07-20,2022-07-21 21:25:09,California,CA,356,CDC
2022-07-20,2022-07-21 21:25:09,Colorado,CO,31,CDC
2022-07-20,2022-07-21 21:25:09,Connecticut,CT,16,CDC
2022-07-20,2022-07-21 21:25:09,Delaware,DE,3,CDC
2022-07-20,2022-07-21 21:25:09,District of Columbia,DC,110,CDC
2022-07-20,2022-07-21 21:25:09,Florida,FL,226,CDC
2022-07-20,2022-07-21 21:25:09,Georgia,GA,158,CDC
2022-07-20,2022-07-21 21:25:09,Hawaii,HI,8,CDC
2022-07-20,2022-07-21 21:25:09,Idaho,ID,2,CDC
2022-07-20,2022-07-21 21:25:09,Illinois,IL,230,CDC
2022-07-20,2022-07-21 21:25:09,Indiana,IN,35,CDC
2022-07-20,2022-07-21 21:25:09,Iowa,IA,5,CDC
2022-07-20,2022-07-21 21:25:09,Kansas,KS,2,CDC
2022-07-20,2022-07-21 21:25:09,Kentucky,KY,4,CDC
2022-07-20,2022-07-21 21:25:09,Louisiana,LA,17,CDC
2022-07-20,2022-07-21 21:25:09,Maryland,MD,49,CDC
2022-07-20,2022-07-21 21:25:09,Massachusetts,MA,55,CDC
2022-07-20,2022-07-21 21:25:09,Michigan,MI,19,CDC
2022-07-20,2022-07-21 21:25:09,Minnesota,MN,19,CDC
2022-07-20,2022-07-21 21:25:09,Missouri,MO,8,CDC
2022-07-20,2022-07-21 21:25:09,Nebraska,NE,5,CDC
2022-07-20,2022-07-21 21:25:09,Nevada,NV,8,CDC
2022-07-20,2022-07-21 21:25:09,New Hampshire,NH,3,CDC
2022-07-20,2022-07-21 21:25:09,New Jersey,NJ,41,CDC
2022-07-20,2022-07-21 21:25:09,New Mexico,NM,7,CDC
2022-07-20,2022-07-21 21:25:09,New York,NY,830,CDC
2022-07-20,2022-07-21 21:25:09,North Carolina,NC,13,CDC
2022-07-20,2022-07-21 21:25:09,North Dakota,ND,1,CDC
2022-07-20,2022-07-21 21:25:09,Ohio,OH,9,CDC
2022-07-20,2022-07-21 21:25:09,Oklahoma,OK,5,CDC
2022-07-20,2022-07-21 21:25:09,Oregon,OR,9,CDC
2022-07-20,2022-07-21 21:25:09,Pennsylvania,PA,58,CDC
2022-07-20,2022-07-21 21:25:09,Puerto Rico,PR,12,CDC
2022-07-20,2022-07-21 21:25:09,Rhode Island,RI,7,CDC
2022-07-20,2022-07-21 21:25:09,South Carolina,SC,9,CDC
2022-07-20,2022-07-21 21:25:09,South Dakota,SD,1,CDC
2022-07-20,2022-07-21 21:25:09,Tennessee,TN,16,CDC
2022-07-20,2022-07-21 21:25:09,Texas,TX,61,CDC
2022-07-20,2022-07-21 21:25:09,Utah,UT,11,CDC
2022-07-20,2022-07-21 21:25:09,Virginia,VA,40,CDC
2022-07-20,2022-07-21 21:25:09,Washington,WA,53,CDC
2022-07-20,2022-07-21 21:25:09,West Virginia,WV,1,CDC
2022-07-20,2022-07-21 21:25:09,Wisconsin,WI,6,CDC
2022-07-20,2022-07-21 21:25:09,Non-US Resident,Non-US Resident,3,CDC
2022-07-22,2022-07-24 21:44:19,Alabama,AL,4,CDC
2022-07-22,2022-07-24 21:44:19,Arizona,AZ,29,CDC
2022-07-22,2022-07-24 21:44:19,Arkansas,AR,3,CDC
2022-07-22,2022-07-24 21:44:19,California,CA,356,CDC
2022-07-22,2022-07-24 21:44:19,Colorado,CO,47,CDC
2022-07-22,2022-07-24 21:44:19,Connecticut,CT,19,CDC
2022-07-22,2022-07-24 21:44:19,Delaware,DE,3,CDC
2022-07-22,2022-07-24 21:44:19,District of Columbia,DC,110,CDC
2022-07-22,2022-07-24 21:44:19,Florida,FL,247,CDC
2022-07-22,2022-07-24 21:44:19,Georgia,GA,211,CDC
2022-07-22,2022-07-24 21:44:19,Hawaii,HI,8,CDC
2022-07-22,2022-07-24 21:44:19,Idaho,ID,2,CDC
2022-07-22,2022-07-24 21:44:19,Illinois,IL,238,CDC
2022-07-22,2022-07-24 21:44:19,Indiana,IN,31,CDC
2022-07-22,2022-07-24 21:44:19,Iowa,IA,6,CDC
2022-07-22,2022-07-24 21:44:19,Kansas,KS,2,CDC
2022-07-22,2022-07-24 21:44:19,Kentucky,KY,4,CDC
2022-07-22,2022-07-24 21:44:19,Louisiana,LA,21,CDC
2022-07-22,2022-07-24 21:44:19,Maryland,MD,71,CDC
2022-07-22,2022-07-24 21:44:19,Massachusetts,MA,79,CDC
2022-07-22,2022-07-24 21:44:19,Michigan,MI,27,CDC
2022-07-22,2022-07-24 21:44:19,Minnesota,MN,19,CDC
2022-07-22,2022-07-24 21:44:19,Missouri,MO,5,CDC
2022-07-22,2022-07-24 21:44:19,Nebraska,NE,5,CDC
2022-07-22,2022-07-24 21:44:19,Nevada,NV,8,CDC
2022-07-22,2022-07-24 21:44:19,New Hampshire,NH,3,CDC
2022-07-22,2022-07-24 21:44:19,New Jersey,NJ,41,CDC
2022-07-22,2022-07-24 21:44:19,New Mexico,NM,7,CDC
2022-07-22,2022-07-24 21:44:19,New York,NY,900,CDC
2022-07-22,2022-07-24 21:44:19,North Carolina,NC,13,CDC
2022-07-22,2022-07-24 21:44:19,North Dakota,ND,1,CDC
2022-07-22,2022-07-24 21:44:19,Ohio,OH,4,CDC
2022-07-22,2022-07-24 21:44:19,Oklahoma,OK,4,CDC
2022-07-22,2022-07-24 21:44:19,Oregon,OR,36,CDC
2022-07-22,2022-07-24 21:44:19,Pennsylvania,PA,55,CDC
2022-07-22,2022-07-24 21:44:19,Puerto Rico,PR,10,CDC
2022-07-22,2022-07-24 21:44:19,Rhode Island,RI,9,CDC
2022-07-22,2022-07-24 21:44:19,South Carolina,SC,7,CDC
2022-07-22,2022-07-24 21:44:19,South Dakota,SD,1,CDC
2022-07-22,2022-07-24 21:44:19,Tennessee,TN,15,CDC
2022-07-22,2022-07-24 21:44:19,Texas,TX,107,CDC
2022-07-22,2022-07-24 21:44:19,Utah,UT,13,CDC
2022-07-22,2022-07-24 21:44:19,Virginia,VA,40,CDC
2022-07-22,2022-07-24 21:44:19,Washington,WA,60,CDC
2022-07-22,2022-07-24 21:44:19,West Virginia,WV,1,CDC
2022-07-22,2022-07-24 21:44:19,Wisconsin,WI,6,CDC
2022-07-22,2022-07-24 21:44:19,Non-US Resident,Non-US Resident,3,CDC
2022-07-25,2022-07-25 23:17:12,Alabama,AL,5,CDC
2022-07-25,2022-07-25 23:17:12,Arizona,AZ,35,CDC
2022-07-25,2022-07-25 23:17:12,Arkansas,AR,4,CDC
2022-07-25,2022-07-25 23:17:12,California,CA,356,CDC
2022-07-25,2022-07-25 23:17:12,Colorado,CO,53,CDC
2022-07-25,2022-07-25 23:17:12,Connecticut,CT,22,CDC
2022-07-25,2022-07-25 23:17:12,Delaware,DE,3,CDC
2022-07-25,2022-07-25 23:17:12,District of Columbia,DC,139,CDC
2022-07-25,2022-07-25 23:17:12,Florida,FL,273,CDC
2022-07-25,2022-07-25 23:17:12,Georgia,GA,268,CDC
2022-07-25,2022-07-25 23:17:12,Hawaii,HI,10,CDC
2022-07-25,2022-07-25 23:17:12,Idaho,ID,2,CDC
2022-07-25,2022-07-25 23:17:12,Illinois,IL,344,CDC
2022-07-25,2022-07-25 23:17:12,Indiana,IN,33,CDC
2022-07-25,2022-07-25 23:17:12,Iowa,IA,7,CDC
2022-07-25,2022-07-25 23:17:12,Kansas,KS,2,CDC
2022-07-25,2022-07-25 23:17:12,Kentucky,KY,4,CDC
2022-07-25,2022-07-25 23:17:12,Louisiana,LA,25,CDC
2022-07-25,2022-07-25 23:17:12,Maryland,MD,87,CDC
2022-07-25,2022-07-25 23:17:12,Massachusetts,MA,82,CDC
2022-07-25,2022-07-25 23:17:12,Michigan,MI,24,CDC
2022-07-25,2022-07-25 23:17:12,Minnesota,MN,20,CDC
2022-07-25,2022-07-25 23:17:12,Mississippi,MS,1,CDC
2022-07-25,2022-07-25 23:17:12,Missouri,MO,8,CDC
2022-07-25,2022-07-25 23:17:12,Nebraska,NE,5,CDC
2022-07-25,2022-07-25 23:17:12,Nevada,NV,11,CDC
2022-07-25,2022-07-25 23:17:12,New Hampshire,NH,6,CDC
2022-07-25,2022-07-25 23:17:12,New Jersey,NJ,81,CDC
2022-07-25,2022-07-25 23:17:12,New Mexico,NM,7,CDC
2022-07-25,2022-07-25 23:17:12,New York,NY,990,CDC
2022-07-25,2022-07-25 23:17:12,North Carolina,NC,34,CDC
2022-07-25,2022-07-25 23:17:12,North Dakota,ND,1,CDC
2022-07-25,2022-07-25 23:17:12,Ohio,OH,15,CDC
2022-07-25,2022-07-25 23:17:12,Oklahoma,OK,4,CDC
2022-07-25,2022-07-25 23:17:12,Oregon,OR,40,CDC
2022-07-25,2022-07-25 23:17:12,Pennsylvania,PA,84,CDC
2022-07-25,2022-07-25 23:17:12,Puerto Rico,PR,9,CDC
2022-07-25,2022-07-25 23:17:12,Rhode Island,RI,10,CDC
2022-07-25,2022-07-25 23:17:12,South Carolina,SC,12,CDC
2022-07-25,2022-07-25 23:17:12,South Dakota,SD,1,CDC
2022-07-25,2022-07-25 23:17:12,Tennessee,TN,18,CDC
2022-07-25,2022-07-25 23:17:12,Texas,TX,220,CDC
2022-07-25,2022-07-25 23:17:12,Utah,UT,11,CDC
2022-07-25,2022-07-25 23:17:12,Virginia,VA,39,CDC
2022-07-25,2022-07-25 23:17:12,Washington,WA,69,CDC
2022-07-25,2022-07-25 23:17:12,West Virginia,WV,1,CDC
2022-07-25,2022-07-25 23:17:12,Wisconsin,WI,9,CDC
2022-07-25,2022-07-25 23:17:12,Non-US Resident,Non-US Resident,3,CDC
2022-07-26,2022-07-27 15:52:48,Alabama,AL,5,CDC
2022-07-26,2022-07-27 15:52:48,Arizona,AZ,35,CDC
2022-07-26,2022-07-27 15:52:48,Arkansas,AR,4,CDC
2022-07-26,2022-07-27 15:52:48,California,CA,356,CDC
2022-07-26,2022-07-27 15:52:48,Colorado,CO,53,CDC
2022-07-26,2022-07-27 15:52:48,Connecticut,CT,24,CDC
2022-07-26,2022-07-27 15:52:48,Delaware,DE,3,CDC
2022-07-26,2022-07-27 15:52:48,District of Columbia,DC,191,CDC
2022-07-26,2022-07-27 15:52:48,Florida,FL,309,CDC
2022-07-26,2022-07-27 15:52:48,Georgia,GA,289,CDC
2022-07-26,2022-07-27 15:52:48,Hawaii,HI,10,CDC
2022-07-26,2022-07-27 15:52:48,Idaho,ID,2,CDC
2022-07-26,2022-07-27 15:52:48,Illinois,IL,350,CDC
2022-07-26,2022-07-27 15:52:48,Indiana,IN,33,CDC
2022-07-26,2022-07-27 15:52:48,Iowa,IA,8,CDC
2022-07-26,2022-07-27 15:52:48,Kansas,KS,1,CDC
2022-07-26,2022-07-27 15:52:48,Kentucky,KY,6,CDC
2022-07-26,2022-07-27 15:52:48,Louisiana,LA,26,CDC
2022-07-26,2022-07-27 15:52:48,Maine,ME,1,CDC
2022-07-26,2022-07-27 15:52:48,Maryland,MD,91,CDC
2022-07-26,2022-07-27 15:52:48,Massachusetts,MA,96,CDC
2022-07-26,2022-07-27 15:52:48,Michigan,MI,24,CDC
2022-07-26,2022-07-27 15:52:48,Minnesota,MN,25,CDC
2022-07-26,2022-07-27 15:52:48,Mississippi,MS,1,CDC
2022-07-26,2022-07-27 15:52:48,Missouri,MO,5,CDC
2022-07-26,2022-07-27 15:52:48,Nebraska,NE,5,CDC
2022-07-26,2022-07-27 15:52:48,Nevada,NV,11,CDC
2022-07-26,2022-07-27 15:52:48,New Hampshire,NH,6,CDC
2022-07-26,2022-07-27 15:52:48,New Jersey,NJ,89,CDC
2022-07-26,2022-07-27 15:52:48,New Mexico,NM,7,CDC
2022-07-26,2022-07-27 15:52:48,New York,NY,900,CDC
2022-07-26,2022-07-27 15:52:48,North Carolina,NC,38,CDC
2022-07-26,2022-07-27 15:52:48,North Dakota,ND,1,CDC
2022-07-26,2022-07-27 15:52:48,Ohio,OH,17,CDC
2022-07-26,2022-07-27 15:52:48,Oklahoma,OK,8,CDC
2022-07-26,2022-07-27 15:52:48,Oregon,OR,40,CDC
2022-07-26,2022-07-27 15:52:48,Pennsylvania,PA,95,CDC
2022-07-26,2022-07-27 15:52:48,Puerto Rico,PR,10,CDC
2022-07-26,2022-07-27 15:52:48,Rhode Island,RI,13,CDC
2022-07-26,2022-07-27 15:52:48,South Carolina,SC,12,CDC
2022-07-26,2022-07-27 15:52:48,South Dakota,SD,1,CDC
2022-07-26,2022-07-27 15:52:48,Tennessee,TN,20,CDC
2022-07-26,2022-07-27 15:52:48,Texas,TX,223,CDC
2022-07-26,2022-07-27 15:52:48,Utah,UT,22,CDC
2022-07-26,2022-07-27 15:52:48,Virginia,VA,40,CDC
2022-07-26,2022-07-27 15:52:48,Washington,WA,69,CDC
2022-07-26,2022-07-27 15:52:48,West Virginia,WV,1,CDC
2022-07-26,2022-07-27 15:52:48,Wisconsin,WI,12,CDC
2022-07-26,2022-07-27 15:52:48,Non-US Resident,Non-US Resident,3,CDC
2022-07-27,2022-07-28 11:26:38,Alabama,AL,6,CDC
2022-07-27,2022-07-28 11:26:38,Arizona,AZ,41,CDC
2022-07-27,2022-07-28 11:26:38,Arkansas,AR,4,CDC
2022-07-27,2022-07-28 11:26:38,California,CA,799,CDC
2022-07-27,2022-07-28 11:26:38,Colorado,CO,53,CDC
2022-07-27,2022-07-28 11:26:38,Connecticut,CT,28,CDC
2022-07-27,2022-07-28 11:26:38,Delaware,DE,3,CDC
2022-07-27,2022-07-28 11:26:38,District of Columbia,DC,205,CDC
2022-07-27,2022-07-28 11:26:38,Florida,FL,332,CDC
2022-07-27,2022-07-28 11:26:38,Georgia,GA,312,CDC
2022-07-27,2022-07-28 11:26:38,Hawaii,HI,10,CDC
2022-07-27,2022-07-28 11:26:38,Idaho,ID,3,CDC
2022-07-27,2022-07-28 11:26:38,Illinois,IL,385,CDC
2022-07-27,2022-07-28 11:26:38,Indiana,IN,37,CDC
2022-07-27,2022-07-28 11:26:38,Iowa,IA,9,CDC
2022-07-27,2022-07-28 11:26:38,Kansas,KS,1,CDC
2022-07-27,2022-07-28 11:26:38,Kentucky,KY,6,CDC
2022-07-27,2022-07-28 11:26:38,Louisiana,LA,28,CDC
2022-07-27,2022-07-28 11:26:38,Maine,ME,1,CDC
2022-07-27,2022-07-28 11:26:38,Maryland,MD,101,CDC
2022-07-27,2022-07-28 11:26:38,Massachusetts,MA,113,CDC
2022-07-27,2022-07-28 11:26:38,Michigan,MI,28,CDC
2022-07-27,2022-07-28 11:26:38,Minnesota,MN,28,CDC
2022-07-27,2022-07-28 11:26:38,Mississippi,MS,1,CDC
2022-07-27,2022-07-28 11:26:38,Missouri,MO,6,CDC
2022-07-27,2022-07-28 11:26:38,Nebraska,NE,8,CDC
2022-07-27,2022-07-28 11:26:38,Nevada,NV,11,CDC
2022-07-27,2022-07-28 11:26:38,New Hampshire,NH,7,CDC
2022-07-27,2022-07-28 11:26:38,New Jersey,NJ,102,CDC
2022-07-27,2022-07-28 11:26:38,New Mexico,NM,7,CDC
2022-07-27,2022-07-28 11:26:38,New York,NY,1228,CDC
2022-07-27,2022-07-28 11:26:38,North Carolina,NC,15,CDC
2022-07-27,2022-07-28 11:26:38,North Dakota,ND,1,CDC
2022-07-27,2022-07-28 11:26:38,Ohio,OH,17,CDC
2022-07-27,2022-07-28 11:26:38,Oklahoma,OK,8,CDC
2022-07-27,2022-07-28 11:26:38,Oregon,OR,51,CDC
2022-07-27,2022-07-28 11:26:38,Pennsylvania,PA,114,CDC
2022-07-27,2022-07-28 11:26:38,Puerto Rico,PR,10,CDC
2022-07-27,2022-07-28 11:26:38,Rhode Island,RI,16,CDC
2022-07-27,2022-07-28 11:26:38,South Carolina,SC,13,CDC
2022-07-27,2022-07-28 11:26:38,South Dakota,SD,1,CDC
2022-07-27,2022-07-28 11:26:38,Tennessee,TN,21,CDC
2022-07-27,2022-07-28 11:26:38,Texas,TX,287,CDC
2022-07-27,2022-07-28 11:26:38,Utah,UT,22,CDC
2022-07-27,2022-07-28 11:26:38,Virginia,VA,39,CDC
2022-07-27,2022-07-28 11:26:38,Washington,WA,103,CDC
2022-07-27,2022-07-28 11:26:38,West Virginia,WV,2,CDC
2022-07-27,2022-07-28 11:26:38,Wisconsin,WI,13,CDC
2022-07-27,2022-07-28 11:26:38,Non-US Resident,Non-US Resident,3,CDC
2022-05-09,2022-07-28,Austria,AT,0,TESSy
2022-05-09,2022-07-28,Belgium,BE,0,TESSy
2022-05-09,2022-07-28,Bulgaria,BG,0,TESSy
2022-05-09,2022-07-28,Croatia,HR,0,TESSy
2022-05-09,2022-07-28,Czechia,CZ,0,TESSy
2022-05-09,2022-07-28,Denmark,DK,0,EI
2022-05-09,2022-07-28,Estonia,EE,0,TESSy
2022-05-09,2022-07-28,Finland,FI,0,TESSy
2022-05-09,2022-07-28,France,FR,0,EI
2022-05-09,2022-07-28,Germany,DE,0,TESSy
2022-05-09,2022-07-28,Greece,EL,0,TESSy
2022-05-09,2022-07-28,Hungary,HU,0,TESSy
2022-05-09,2022-07-28,Iceland,IS,0,TESSy
2022-05-09,2022-07-28,Ireland,IE,0,TESSy
2022-05-09,2022-07-28,Italy,IT,1,TESSy
2022-05-09,2022-07-28,Latvia,LV,0,TESSy
2022-05-09,2022-07-28,Luxembourg,LU,0,TESSy
2022-05-09,2022-07-28,Malta,MT,0,TESSy
2022-05-09,2022-07-28,Netherlands,NL,0,TESSy
2022-05-09,2022-07-28,Norway,NO,0,TESSy
2022-05-09,2022-07-28,Poland,PL,0,TESSy
2022-05-09,2022-07-28,Portugal,PT,0,EI
2022-05-09,2022-07-28,Romania,RO,0,TESSy
2022-05-09,2022-07-28,Slovakia,SK,0,TESSy
2022-05-09,2022-07-28,Slovenia,SI,0,TESSy
2022-05-09,2022-07-28,Spain,ES,0,EI
2022-05-09,2022-07-28,Sweden,SE,0,TESSy
2022-05-15,2022-07-28,Austria,AT,0,TESSy
2022-05-15,2022-07-28,Belgium,BE,0,TESSy
2022-05-15,2022-07-28,Bulgaria,BG,0,TESSy
2022-05-15,2022-07-28,Croatia,HR,0,TESSy
2022-05-15,2022-07-28,Czechia,CZ,0,TESSy
2022-05-15,2022-07-28,Denmark,DK,0,EI
2022-05-15,2022-07-28,Estonia,EE,0,TESSy
2022-05-15,2022-07-28,Finland,FI,0,TESSy
2022-05-15,2022-07-28,France,FR,0,EI
2022-05-15,2022-07-28,Germany,DE,0,TESSy
2022-05-15,2022-07-28,Greece,EL,0,TESSy
2022-05-15,2022-07-28,Hungary,HU,0,TESSy
2022-05-15,2022-07-28,Iceland,IS,0,TESSy
2022-05-15,2022-07-28,Ireland,IE,0,TESSy
2022-05-15,2022-07-28,Italy,IT,4,TESSy
2022-05-15,2022-07-28,Latvia,LV,0,TESSy
2022-05-15,2022-07-28,Luxembourg,LU,0,TESSy
2022-05-15,2022-07-28,Malta,MT,0,TESSy
2022-05-15,2022-07-28,Netherlands,NL,0,TESSy
2022-05-15,2022-07-28,Norway,NO,0,TESSy
2022-05-15,2022-07-28,Poland,PL,0,TESSy
2022-05-15,2022-07-28,Portugal,PT,0,EI
2022-05-15,2022-07-28,Romania,RO,0,TESSy
2022-05-15,2022-07-28,Slovakia,SK,0,TESSy
2022-05-15,2022-07-28,Slovenia,SI,0,TESSy
2022-05-15,2022-07-28,Spain,ES,0,EI
2022-05-15,2022-07-28,Sweden,SE,0,TESSy
2022-05-16,2022-07-28,Austria,AT,0,TESSy
2022-05-16,2022-07-28,Belgium,BE,0,TESSy
2022-05-16,2022-07-28,Bulgaria,BG,0,TESSy
2022-05-16,2022-07-28,Croatia,HR,0,TESSy
2022-05-16,2022-07-28,Czechia,CZ,0,TESSy
2022-05-16,2022-07-28,Denmark,DK,0,EI
2022-05-16,2022-07-28,Estonia,EE,0,TESSy
2022-05-16,2022-07-28,Finland,FI,0,TESSy
2022-05-16,2022-07-28,France,FR,0,EI
2022-05-16,2022-07-28,Germany,DE,0,TESSy
2022-05-16,2022-07-28,Greece,EL,0,TESSy
2022-05-16,2022-07-28,Hungary,HU,0,TESSy
2022-05-16,2022-07-28,Iceland,IS,0,TESSy
2022-05-16,2022-07-28,Ireland,IE,0,TESSy
2022-05-16,2022-07-28,Italy,IT,2,TESSy
2022-05-16,2022-07-28,Latvia,LV,0,TESSy
2022-05-16,2022-07-28,Luxembourg,LU,0,TESSy
2022-05-16,2022-07-28,Malta,MT,0,TESSy
2022-05-16,2022-07-28,Netherlands,NL,0,TESSy
2022-05-16,2022-07-28,Norway,NO,0,TESSy
2022-05-16,2022-07-28,Poland,PL,0,TESSy
2022-05-16,2022-07-28,Portugal,PT,0,EI
2022-05-16,2022-07-28,Romania,RO,0,TESSy
2022-05-16,2022-07-28,Slovakia,SK,0,TESSy
2022-05-16,2022-07-28,Slovenia,SI,0,TESSy
2022-05-16,2022-07-28,Spain,ES,0,EI
2022-05-16,2022-07-28,Sweden,SE,0,TESSy
2022-05-18,2022-07-28,Austria,AT,1,TESSy
2022-05-18,2022-07-28,Belgium,BE,0,TESSy
2022-05-18,2022-07-28,Bulgaria,BG,0,TESSy
2022-05-18,2022-07-28,Croatia,HR,0,TESSy
2022-05-18,2022-07-28,Czechia,CZ,0,TESSy
2022-05-18,2022-07-28,Denmark,DK,6,EI
2022-05-18,2022-07-28,Estonia,EE,0,TESSy
2022-05-18,2022-07-28,Finland,FI,0,TESSy
2022-05-18,2022-07-28,France,FR,0,EI
2022-05-18,2022-07-28,Germany,DE,0,TESSy
2022-05-18,2022-07-28,Greece,EL,0,TESSy
2022-05-18,2022-07-28,Hungary,HU,0,TESSy
2022-05-18,2022-07-28,Iceland,IS,0,TESSy
2022-05-18,2022-07-28,Ireland,IE,0,TESSy
2022-05-18,2022-07-28,Italy,IT,0,TESSy
2022-05-18,2022-07-28,Latvia,LV,0,TESSy
2022-05-18,2022-07-28,Luxembourg,LU,0,TESSy
2022-05-18,2022-07-28,Malta,MT,0,TESSy
2022-05-18,2022-07-28,Netherlands,NL,0,TESSy
2022-05-18,2022-07-28,Norway,NO,0,TESSy
2022-05-18,2022-07-28,Poland,PL,0,TESSy
2022-05-18,2022-07-28,Portugal,PT,5,EI
2022-05-18,2022-07-28,Romania,RO,0,TESSy
2022-05-18,2022-07-28,Slovakia,SK,0,TESSy
2022-05-18,2022-07-28,Slovenia,SI,0,TESSy
2022-05-18,2022-07-28,Spain,ES,0,EI
2022-05-18,2022-07-28,Sweden,SE,0,TESSy
2022-05-19,2022-07-28,Austria,AT,0,TESSy
2022-05-19,2022-07-28,Belgium,BE,2,TESSy
2022-05-19,2022-07-28,Bulgaria,BG,0,TESSy
2022-05-19,2022-07-28,Croatia,HR,0,TESSy
2022-05-19,2022-07-28,Czechia,CZ,0,TESSy
2022-05-19,2022-07-28,Denmark,DK,0,EI
2022-05-19,2022-07-28,Estonia,EE,0,TESSy
2022-05-19,2022-07-28,Finland,FI,0,TESSy
2022-05-19,2022-07-28,France,FR,0,EI
2022-05-19,2022-07-28,Germany,DE,0,TESSy
2022-05-19,2022-07-28,Greece,EL,0,TESSy
2022-05-19,2022-07-28,Hungary,HU,0,TESSy
2022-05-19,2022-07-28,Iceland,IS,0,TESSy
2022-05-19,2022-07-28,Ireland,IE,0,TESSy
2022-05-19,2022-07-28,Italy,IT,0,TESSy
2022-05-19,2022-07-28,Latvia,LV,0,TESSy
2022-05-19,2022-07-28,Luxembourg,LU,0,TESSy
2022-05-19,2022-07-28,Malta,MT,0,TESSy
2022-05-19,2022-07-28,Netherlands,NL,2,TESSy
2022-05-19,2022-07-28,Norway,NO,0,TESSy
2022-05-19,2022-07-28,Poland,PL,0,TESSy
2022-05-19,2022-07-28,Portugal,PT,9,EI
2022-05-19,2022-07-28,Romania,RO,0,TESSy
2022-05-19,2022-07-28,Slovakia,SK,0,TESSy
2022-05-19,2022-07-28,Slovenia,SI,0,TESSy
2022-05-19,2022-07-28,Spain,ES,7,EI
2022-05-19,2022-07-28,Sweden,SE,0,TESSy
2022-05-20,2022-07-28,Austria,AT,0,TESSy
2022-05-20,2022-07-28,Belgium,BE,1,TESSy
2022-05-20,2022-07-28,Bulgaria,BG,0,TESSy
2022-05-20,2022-07-28,Croatia,HR,0,TESSy
2022-05-20,2022-07-28,Czechia,CZ,0,TESSy
2022-05-20,2022-07-28,Denmark,DK,0,EI
2022-05-20,2022-07-28,Estonia,EE,0,TESSy
2022-05-20,2022-07-28,Finland,FI,0,TESSy
2022-05-20,2022-07-28,France,FR,1,EI
2022-05-20,2022-07-28,Germany,DE,1,TESSy
2022-05-20,2022-07-28,Greece,EL,0,TESSy
2022-05-20,2022-07-28,Hungary,HU,0,TESSy
2022-05-20,2022-07-28,Iceland,IS,0,TESSy
2022-05-20,2022-07-28,Ireland,IE,0,TESSy
2022-05-20,2022-07-28,Italy,IT,1,TESSy
2022-05-20,2022-07-28,Latvia,LV,0,TESSy
2022-05-20,2022-07-28,Luxembourg,LU,0,TESSy
2022-05-20,2022-07-28,Malta,MT,0,TESSy
2022-05-20,2022-07-28,Netherlands,NL,1,TESSy
2022-05-20,2022-07-28,Norway,NO,0,TESSy
2022-05-20,2022-07-28,Poland,PL,0,TESSy
2022-05-20,2022-07-28,Portugal,PT,82,EI
2022-05-20,2022-07-28,Romania,RO,0,TESSy
2022-05-20,2022-07-28,Slovakia,SK,0,TESSy
2022-05-20,2022-07-28,Slovenia,SI,0,TESSy
2022-05-20,2022-07-28,Spain,ES,23,EI
2022-05-20,2022-07-28,Sweden,SE,0,TESSy
2022-05-21,2022-07-28,Austria,AT,0,TESSy
2022-05-21,2022-07-28,Belgium,BE,0,TESSy
2022-05-21,2022-07-28,Bulgaria,BG,0,TESSy
2022-05-21,2022-07-28,Croatia,HR,0,TESSy
2022-05-21,2022-07-28,Czechia,CZ,0,TESSy
2022-05-21,2022-07-28,Denmark,DK,0,EI
2022-05-21,2022-07-28,Estonia,EE,0,TESSy
2022-05-21,2022-07-28,Finland,FI,0,TESSy
2022-05-21,2022-07-28,France,FR,0,EI
2022-05-21,2022-07-28,Germany,DE,0,TESSy
2022-05-21,2022-07-28,Greece,EL,0,TESSy
2022-05-21,2022-07-28,Hungary,HU,0,TESSy
2022-05-21,2022-07-28,Iceland,IS,0,TESSy
2022-05-21,2022-07-28,Ireland,IE,0,TESSy
2022-05-21,2022-07-28,Italy,IT,0,TESSy
2022-05-21,2022-07-28,Latvia,LV,0,TESSy
2022-05-21,2022-07-28,Luxembourg,LU,0,TESSy
2022-05-21,2022-07-28,Malta,MT,0,TESSy
2022-05-21,2022-07-28,Netherlands,NL,3,TESSy
2022-05-21,2022-07-28,Norway,NO,0,TESSy
2022-05-21,2022-07-28,Poland,PL,0,TESSy
2022-05-21,2022-07-28,Portugal,PT,0,EI
2022-05-21,2022-07-28,Romania,RO,0,TESSy
2022-05-21,2022-07-28,Slovakia,SK,0,TESSy
2022-05-21,2022-07-28,Slovenia,SI,0,TESSy
2022-05-21,2022-07-28,Spain,ES,0,EI
2022-05-21,2022-07-28,Sweden,SE,0,TESSy
2022-05-22,2022-07-28,Austria,AT,1,TESSy
2022-05-22,2022-07-28,Belgium,BE,0,TESSy
