Day,snap_shot,location,location_abbr,cases,Source
2022-07-06,2022-07-06 23:53:22,Florida,FL,64,CDC
2022-07-06,2022-07-06 23:53:22,Georgia,GA,13,CDC
2022-07-06,2022-07-06 23:53:22,Hawaii,HI,6,CDC
2022-07-06,2022-07-06 23:53:22,Illinois,IL,62,CDC
2022-07-06,2022-07-06 23:53:22,Indiana,IN,5,CDC
2022-07-06,2022-07-06 23:53:22,Iowa,IA,1,CDC
2022-07-06,2022-07-06 23:53:22,Kentucky,KY,2,CDC
2022-07-06,2022-07-06 23:53:22,Maryland,MD,9,CDC
2022-07-06,2022-07-06 23:53:22,Massachusetts,MA,29,CDC
2022-07-06,2022-07-06 23:53:22,Michigan,MI,1,CDC
2022-07-06,2022-07-06 23:53:22,Minnesota,MN,6,CDC
2022-07-06,2022-07-06 23:53:22,Missouri,MO,3,CDC
2022-07-06,2022-07-06 23:53:22,Nebraska,NE,1,CDC
2022-07-06,2022-07-06 23:53:22,Nevada,NV,2,CDC
2022-07-06,2022-07-06 23:53:22,New Hampshire,NH,1,CDC
2022-07-06,2022-07-06 23:53:22,New Jersey,NJ,7,CDC
2022-07-06,2022-07-06 23:53:22,New York,NY,96,CDC
2022-07-06,2022-07-06 23:53:22,North Carolina,NC,2,CDC
2022-07-06,2022-07-06 23:53:22,Ohio,OH,3,CDC
2022-07-06,2022-07-06 23:53:22,Oklahoma,OK,2,CDC
2022-07-06,2022-07-06 23:53:22,Oregon,OR,3,CDC
2022-07-06,2022-07-06 23:53:22,Pennsylvania,PA,17,CDC
2022-07-06,2022-07-06 23:53:22,Puerto Rico,PR,1,CDC
2022-07-06,2022-07-06 23:53:22,Rhode Island,RI,1,CDC
2022-07-06,2022-07-06 23:53:22,Texas,TX,20,CDC
2022-07-06,2022-07-06 23:53:22,Utah,UT,5,CDC
2022-07-06,2022-07-06 23:53:22,Virginia,VA,13,CDC
2022-07-06,2022-07-06 23:53:22,Washington,WA,7,CDC
2022-07-06,2022-07-06 23:53:22,Wisconsin,WI,1,CDC
2022-07-06,2022-07-06 23:53:22,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,CDC
2022-07-07,2022-07-07 23:20:33,Arizona,AZ,3,CDC
2022-07-07,2022-07-07 23:20:33,Arkansas,AR,1,CDC
2022-07-07,2022-07-07 23:20:33,California,CA,136,CDC
2022-07-07,2022-07-07 23:20:33,Colorado,CO,9,CDC
2022-07-07,2022-07-07 23:20:33,Connecticut,CT,1,CDC
2022-07-07,2022-07-07 23:20:33,District of Columbia,DC,60,CDC
2022-07-07,2022-07-07 23:20:33,Florida,FL,72,CDC
2022-07-07,2022-07-07 23:20:33,Georgia,GA,19,CDC
2022-07-07,2022-07-07 23:20:33,Hawaii,HI,6,CDC
2022-07-07,2022-07-07 23:20:33,Idaho,ID,1,CDC
2022-07-07,2022-07-07 23:20:33,Illinois,IL,91,CDC
2022-07-07,2022-07-07 23:20:33,Indiana,IN,5,CDC
2022-07-07,2022-07-07 23:20:33,Iowa,IA,1,CDC
2022-07-07,2022-07-07 23:20:33,Kentucky,KY,2,CDC
2022-07-07,2022-07-07 23:20:33,Maryland,MD,14,CDC
2022-07-07,2022-07-07 23:20:33,Massachusetts,MA,30,CDC
2022-07-07,2022-07-07 23:20:33,Michigan,MI,2,CDC
2022-07-07,2022-07-07 23:20:33,Minnesota,MN,8,CDC
2022-07-07,2022-07-07 23:20:33,Missouri,MO,3,CDC
2022-07-07,2022-07-07 23:20:33,Nebraska,NE,1,CDC
2022-07-07,2022-07-07 23:20:33,Nevada,NV,4,CDC
2022-07-07,2022-07-07 23:20:33,New Hampshire,NH,1,CDC
2022-07-07,2022-07-07 23:20:33,New Jersey,NJ,8,CDC
2022-07-07,2022-07-07 23:20:33,New York,NY,131,CDC
2022-07-07,2022-07-07 23:20:33,North Carolina,NC,3,CDC
2022-07-07,2022-07-07 23:20:33,Ohio,OH,3,CDC
2022-07-07,2022-07-07 23:20:33,Oklahoma,OK,2,CDC
2022-07-07,2022-07-07 23:20:33,Oregon,OR,5,CDC
2022-07-07,2022-07-07 23:20:33,Pennsylvania,PA,16,CDC
2022-07-07,2022-07-07 23:20:33,Puerto Rico,PR,1,CDC
2022-07-07,2022-07-07 23:20:33,Rhode Island,RI,1,CDC
2022-07-07,2022-07-07 23:20:33,Texas,TX,23,CDC
2022-07-07,2022-07-07 23:20:33,Utah,UT,6,CDC
2022-07-07,2022-07-07 23:20:33,Virginia,VA,17,CDC
2022-07-07,2022-07-07 23:20:33,Washington,WA,10,CDC
2022-07-07,2022-07-07 23:20:33,Wisconsin,WI,1,CDC
2022-07-07,2022-07-07 23:20:33,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,CDC
2022-07-08,2022-07-10 21:50:16,Arizona,AZ,3,CDC
2022-07-08,2022-07-10 21:50:16,Arkansas,AR,1,CDC
2022-07-08,2022-07-10 21:50:16,California,CA,136,CDC
2022-07-08,2022-07-10 21:50:16,Colorado,CO,9,CDC
2022-07-08,2022-07-10 21:50:16,Connecticut,CT,1,CDC
2022-07-08,2022-07-10 21:50:16,District of Columbia,DC,60,CDC
2022-07-08,2022-07-10 21:50:16,Florida,FL,72,CDC
2022-07-08,2022-07-10 21:50:16,Georgia,GA,19,CDC
2022-07-08,2022-07-10 21:50:16,Hawaii,HI,6,CDC
2022-07-08,2022-07-10 21:50:16,Idaho,ID,1,CDC
2022-07-08,2022-07-10 21:50:16,Illinois,IL,91,CDC
2022-07-08,2022-07-10 21:50:16,Indiana,IN,5,CDC
2022-07-08,2022-07-10 21:50:16,Iowa,IA,1,CDC
2022-07-08,2022-07-10 21:50:16,Kentucky,KY,2,CDC
2022-07-08,2022-07-10 21:50:16,Maryland,MD,14,CDC
2022-07-08,2022-07-10 21:50:16,Massachusetts,MA,30,CDC
2022-07-08,2022-07-10 21:50:16,Michigan,MI,2,CDC
2022-07-08,2022-07-10 21:50:16,Minnesota,MN,8,CDC
2022-07-08,2022-07-10 21:50:16,Missouri,MO,3,CDC
2022-07-08,2022-07-10 21:50:16,Nebraska,NE,1,CDC
2022-07-08,2022-07-10 21:50:16,Nevada,NV,4,CDC
2022-07-08,2022-07-10 21:50:16,New Hampshire,NH,1,CDC
2022-07-08,2022-07-10 21:50:16,New Jersey,NJ,8,CDC
2022-07-08,2022-07-10 21:50:16,New York,NY,131,CDC
2022-07-08,2022-07-10 21:50:16,North Carolina,NC,3,CDC
2022-07-08,2022-07-10 21:50:16,Ohio,OH,3,CDC
2022-07-08,2022-07-10 21:50:16,Oklahoma,OK,2,CDC
2022-07-08,2022-07-10 21:50:16,Oregon,OR,5,CDC
2022-07-08,2022-07-10 21:50:16,Pennsylvania,PA,16,CDC
2022-07-08,2022-07-10 21:50:16,Puerto Rico,PR,1,CDC
2022-07-08,2022-07-10 21:50:16,Rhode Island,RI,1,CDC
2022-07-08,2022-07-10 21:50:16,Texas,TX,23,CDC
2022-07-08,2022-07-10 21:50:16,Utah,UT,6,CDC
2022-07-08,2022-07-10 21:50:16,Virginia,VA,17,CDC
2022-07-08,2022-07-10 21:50:16,Washington,WA,10,CDC
2022-07-08,2022-07-10 21:50:16,Wisconsin,WI,1,CDC
2022-07-08,2022-07-10 21:50:16,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,CDC
2022-07-11,2022-07-11 23:07:31,Arizona,AZ,3,CDC
2022-07-11,2022-07-11 23:07:31,Arkansas,AR,1,CDC
2022-07-11,2022-07-11 23:07:31,California,CA,136,CDC
2022-07-11,2022-07-11 23:07:31,Colorado,CO,9,CDC
2022-07-11,2022-07-11 23:07:31,Connecticut,CT,1,CDC
2022-07-11,2022-07-11 23:07:31,District of Columbia,DC,60,CDC
2022-07-11,2022-07-11 23:07:31,Florida,FL,72,CDC
2022-07-11,2022-07-11 23:07:31,Georgia,GA,19,CDC
2022-07-11,2022-07-11 23:07:31,Hawaii,HI,6,CDC
2022-07-11,2022-07-11 23:07:31,Idaho,ID,1,CDC
2022-07-11,2022-07-11 23:07:31,Illinois,IL,91,CDC
2022-07-11,2022-07-11 23:07:31,Indiana,IN,5,CDC
2022-07-11,2022-07-11 23:07:31,Iowa,IA,1,CDC
2022-07-11,2022-07-11 23:07:31,Kentucky,KY,2,CDC
2022-07-11,2022-07-11 23:07:31,Maryland,MD,14,CDC
2022-07-11,2022-07-11 23:07:31,Massachusetts,MA,30,CDC
2022-07-11,2022-07-11 23:07:31,Michigan,MI,2,CDC
2022-07-11,2022-07-11 23:07:31,Minnesota,MN,8,CDC
2022-07-11,2022-07-11 23:07:31,Missouri,MO,3,CDC
2022-07-11,2022-07-11 23:07:31,Nebraska,NE,1,CDC
2022-07-11,2022-07-11 23:07:31,Nevada,NV,4,CDC
2022-07-11,2022-07-11 23:07:31,New Hampshire,NH,1,CDC
2022-07-11,2022-07-11 23:07:31,New Jersey,NJ,8,CDC
2022-07-11,2022-07-11 23:07:31,New York,NY,131,CDC
2022-07-11,2022-07-11 23:07:31,North Carolina,NC,3,CDC
2022-07-11,2022-07-11 23:07:31,Ohio,OH,3,CDC
2022-07-11,2022-07-11 23:07:31,Oklahoma,OK,2,CDC
2022-07-11,2022-07-11 23:07:31,Oregon,OR,5,CDC
2022-07-11,2022-07-11 23:07:31,Pennsylvania,PA,16,CDC
2022-07-11,2022-07-11 23:07:31,Puerto Rico,PR,1,CDC
2022-07-11,2022-07-11 23:07:31,Rhode Island,RI,1,CDC
2022-07-11,2022-07-11 23:07:31,Texas,TX,23,CDC
2022-07-11,2022-07-11 23:07:31,Utah,UT,6,CDC
2022-07-11,2022-07-11 23:07:31,Virginia,VA,17,CDC
2022-07-11,2022-07-11 23:07:31,Washington,WA,10,CDC
2022-07-11,2022-07-11 23:07:31,Wisconsin,WI,1,CDC
2022-07-11,2022-07-11 23:07:31,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,CDC
2022-07-12,2022-07-12 23:51:55,Arizona,AZ,3,CDC
2022-07-12,2022-07-12 23:51:55,Arkansas,AR,1,CDC
2022-07-12,2022-07-12 23:51:55,California,CA,136,CDC
2022-07-12,2022-07-12 23:51:55,Colorado,CO,9,CDC
2022-07-12,2022-07-12 23:51:55,Connecticut,CT,1,CDC
2022-07-12,2022-07-12 23:51:55,District of Columbia,DC,60,CDC
2022-07-12,2022-07-12 23:51:55,Florida,FL,72,CDC
2022-07-12,2022-07-12 23:51:55,Georgia,GA,19,CDC
2022-07-12,2022-07-12 23:51:55,Hawaii,HI,6,CDC
2022-07-12,2022-07-12 23:51:55,Idaho,ID,1,CDC
2022-07-12,2022-07-12 23:51:55,Illinois,IL,91,CDC
2022-07-12,2022-07-12 23:51:55,Indiana,IN,5,CDC
2022-07-12,2022-07-12 23:51:55,Iowa,IA,1,CDC
2022-07-12,2022-07-12 23:51:55,Kentucky,KY,2,CDC
2022-07-12,2022-07-12 23:51:55,Maryland,MD,14,CDC
2022-07-12,2022-07-12 23:51:55,Massachusetts,MA,30,CDC
2022-07-12,2022-07-12 23:51:55,Michigan,MI,2,CDC
2022-07-12,2022-07-12 23:51:55,Minnesota,MN,8,CDC
2022-07-12,2022-07-12 23:51:55,Missouri,MO,3,CDC
2022-07-12,2022-07-12 23:51:55,Nebraska,NE,1,CDC
2022-07-12,2022-07-12 23:51:55,Nevada,NV,4,CDC
2022-07-12,2022-07-12 23:51:55,New Hampshire,NH,1,CDC
2022-07-12,2022-07-12 23:51:55,New Jersey,NJ,8,CDC
2022-07-12,2022-07-12 23:51:55,New York,NY,131,CDC
2022-07-12,2022-07-12 23:51:55,North Carolina,NC,3,CDC
2022-07-12,2022-07-12 23:51:55,Ohio,OH,3,CDC
2022-07-12,2022-07-12 23:51:55,Oklahoma,OK,2,CDC
2022-07-12,2022-07-12 23:51:55,Oregon,OR,5,CDC
2022-07-12,2022-07-12 23:51:55,Pennsylvania,PA,16,CDC
2022-07-12,2022-07-12 23:51:55,Puerto Rico,PR,1,CDC
2022-07-12,2022-07-12 23:51:55,Rhode Island,RI,1,CDC
2022-07-12,2022-07-12 23:51:55,Texas,TX,23,CDC
2022-07-12,2022-07-12 23:51:55,Utah,UT,6,CDC
2022-07-12,2022-07-12 23:51:55,Virginia,VA,17,CDC
2022-07-12,2022-07-12 23:51:55,Washington,WA,10,CDC
2022-07-12,2022-07-12 23:51:55,Wisconsin,WI,1,CDC
2022-07-12,2022-07-12 23:51:55,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,CDC
2022-07-13,2022-07-13 23:52:45,Alabama,AL,2,CDC
2022-07-13,2022-07-13 23:52:45,Arizona,AZ,11,CDC
2022-07-13,2022-07-13 23:52:45,Arkansas,AR,2,CDC
2022-07-13,2022-07-13 23:52:45,California,CA,266,CDC
2022-07-13,2022-07-13 23:52:45,Colorado,CO,20,CDC
2022-07-13,2022-07-13 23:52:45,Connecticut,CT,12,CDC
2022-07-13,2022-07-13 23:52:45,Delaware,DE,1,CDC
2022-07-13,2022-07-13 23:52:45,District of Columbia,DC,108,CDC
2022-07-13,2022-07-13 23:52:45,Florida,FL,154,CDC
2022-07-13,2022-07-13 23:52:45,Georgia,GA,93,CDC
2022-07-13,2022-07-13 23:52:45,Hawaii,HI,8,CDC
2022-07-13,2022-07-13 23:52:45,Idaho,ID,1,CDC
2022-07-13,2022-07-13 23:52:45,Illinois,IL,174,CDC
2022-07-13,2022-07-13 23:52:45,Indiana,IN,11,CDC
2022-07-13,2022-07-13 23:52:45,Iowa,IA,3,CDC
2022-07-13,2022-07-13 23:52:45,Kansas,KS,1,CDC
2022-07-13,2022-07-13 23:52:45,Kentucky,KY,3,CDC
2022-07-13,2022-07-13 23:52:45,Louisiana,LA,6,CDC
2022-07-13,2022-07-13 23:52:45,Maryland,MD,37,CDC
2022-07-13,2022-07-13 23:52:45,Massachusetts,MA,51,CDC
2022-07-13,2022-07-13 23:52:45,Michigan,MI,13,CDC
2022-07-13,2022-07-13 23:52:45,Minnesota,MN,12,CDC
2022-07-13,2022-07-13 23:52:45,Missouri,MO,4,CDC
2022-07-13,2022-07-13 23:52:45,Nebraska,NE,2,CDC
2022-07-13,2022-07-13 23:52:45,Nevada,NV,6,CDC
2022-07-13,2022-07-13 23:52:45,New Hampshire,NH,1,CDC
2022-07-13,2022-07-13 23:52:45,New Jersey,NJ,31,CDC
2022-07-13,2022-07-13 23:52:45,New Mexico,NM,5,CDC
2022-07-13,2022-07-13 23:52:45,New York,NY,489,CDC
2022-07-13,2022-07-13 23:52:45,North Carolina,NC,13,CDC
2022-07-13,2022-07-13 23:52:45,Ohio,OH,7,CDC
2022-07-13,2022-07-13 23:52:45,Oklahoma,OK,3,CDC
2022-07-13,2022-07-13 23:52:45,Oregon,OR,21,CDC
2022-07-13,2022-07-13 23:52:45,Pennsylvania,PA,43,CDC
2022-07-13,2022-07-13 23:52:45,Puerto Rico,PR,4,CDC
2022-07-13,2022-07-13 23:52:45,Rhode Island,RI,4,CDC
2022-07-13,2022-07-13 23:52:45,South Carolina,SC,4,CDC
2022-07-13,2022-07-13 23:52:45,South Dakota,SD,1,CDC
2022-07-13,2022-07-13 23:52:45,Tennessee,TN,6,CDC
2022-07-13,2022-07-13 23:52:45,Texas,TX,76,CDC
2022-07-13,2022-07-13 23:52:45,Utah,UT,13,CDC
2022-07-13,2022-07-13 23:52:45,Virginia,VA,44,CDC
2022-07-13,2022-07-13 23:52:45,Washington,WA,41,CDC
2022-07-13,2022-07-13 23:52:45,West Virginia,WV,1,CDC
2022-07-13,2022-07-13 23:52:45,Wisconsin,WI,6,CDC
2022-07-14,2022-07-15 19:42:24,Alabama,AL,2,CDC
2022-07-14,2022-07-15 19:42:24,Arizona,AZ,11,CDC
2022-07-14,2022-07-15 19:42:24,Arkansas,AR,2,CDC
2022-07-14,2022-07-15 19:42:24,California,CA,266,CDC
2022-07-14,2022-07-15 19:42:24,Colorado,CO,20,CDC
2022-07-14,2022-07-15 19:42:24,Connecticut,CT,12,CDC
2022-07-14,2022-07-15 19:42:24,Delaware,DE,1,CDC
2022-07-14,2022-07-15 19:42:24,District of Columbia,DC,108,CDC
2022-07-14,2022-07-15 19:42:24,Florida,FL,154,CDC
2022-07-14,2022-07-15 19:42:24,Georgia,GA,93,CDC
2022-07-14,2022-07-15 19:42:24,Hawaii,HI,8,CDC
2022-07-14,2022-07-15 19:42:24,Idaho,ID,1,CDC
2022-07-14,2022-07-15 19:42:24,Illinois,IL,174,CDC
2022-07-14,2022-07-15 19:42:24,Indiana,IN,11,CDC
2022-07-14,2022-07-15 19:42:24,Iowa,IA,3,CDC
2022-07-14,2022-07-15 19:42:24,Kansas,KS,1,CDC
2022-07-14,2022-07-15 19:42:24,Kentucky,KY,3,CDC
2022-07-14,2022-07-15 19:42:24,Louisiana,LA,6,CDC
2022-07-14,2022-07-15 19:42:24,Maryland,MD,37,CDC
2022-07-14,2022-07-15 19:42:24,Massachusetts,MA,51,CDC
2022-07-14,2022-07-15 19:42:24,Michigan,MI,13,CDC
2022-07-14,2022-07-15 19:42:24,Minnesota,MN,12,CDC
2022-07-14,2022-07-15 19:42:24,Missouri,MO,4,CDC
2022-07-14,2022-07-15 19:42:24,Nebraska,NE,2,CDC
2022-07-14,2022-07-15 19:42:24,Nevada,NV,6,CDC
2022-07-14,2022-07-15 19:42:24,New Hampshire,NH,1,CDC
2022-07-14,2022-07-15 19:42:24,New Jersey,NJ,31,CDC
2022-07-14,2022-07-15 19:42:24,New Mexico,NM,5,CDC
2022-07-14,2022-07-15 19:42:24,New York,NY,489,CDC
2022-07-14,2022-07-15 19:42:24,North Carolina,NC,13,CDC
2022-07-14,2022-07-15 19:42:24,Ohio,OH,7,CDC
2022-07-14,2022-07-15 19:42:24,Oklahoma,OK,3,CDC
2022-07-14,2022-07-15 19:42:24,Oregon,OR,21,CDC
2022-07-14,2022-07-15 19:42:24,Pennsylvania,PA,43,CDC
2022-07-14,2022-07-15 19:42:24,Puerto Rico,PR,4,CDC
2022-07-14,2022-07-15 19:42:24,Rhode Island,RI,4,CDC
2022-07-14,2022-07-15 19:42:24,South Carolina,SC,4,CDC
2022-07-14,2022-07-15 19:42:24,South Dakota,SD,1,CDC
2022-07-14,2022-07-15 19:42:24,Tennessee,TN,6,CDC
2022-07-14,2022-07-15 19:42:24,Texas,TX,76,CDC
2022-07-14,2022-07-15 19:42:24,Utah,UT,13,CDC
2022-07-14,2022-07-15 19:42:24,Virginia,VA,44,CDC
2022-07-14,2022-07-15 19:42:24,Washington,WA,41,CDC
2022-07-14,2022-07-15 19:42:24,West Virginia,WV,1,CDC
2022-07-14,2022-07-15 19:42:24,Wisconsin,WI,6,CDC
2022-07-15,2022-07-18 20:02:14,Alabama,AL,2,CDC
2022-07-15,2022-07-18 20:02:14,Arizona,AZ,12,CDC
2022-07-15,2022-07-18 20:02:14,Arkansas,AR,2,CDC
2022-07-15,2022-07-18 20:02:14,California,CA,267,CDC
2022-07-15,2022-07-18 20:02:14,Colorado,CO,22,CDC
2022-07-15,2022-07-18 20:02:14,Connecticut,CT,14,CDC
2022-07-15,2022-07-18 20:02:14,Delaware,DE,1,CDC
2022-07-15,2022-07-18 20:02:14,District of Columbia,DC,108,CDC
2022-07-15,2022-07-18 20:02:14,Florida,FL,180,CDC
2022-07-15,2022-07-18 20:02:14,Georgia,GA,110,CDC
2022-07-15,2022-07-18 20:02:14,Hawaii,HI,8,CDC
2022-07-15,2022-07-18 20:02:14,Idaho,ID,1,CDC
2022-07-15,2022-07-18 20:02:14,Illinois,IL,200,CDC
2022-07-15,2022-07-18 20:02:14,Indiana,IN,11,CDC
2022-07-15,2022-07-18 20:02:14,Iowa,IA,3,CDC
2022-07-15,2022-07-18 20:02:14,Kansas,KS,1,CDC
2022-07-15,2022-07-18 20:02:14,Kentucky,KY,3,CDC
2022-07-15,2022-07-18 20:02:14,Louisiana,LA,8,CDC
2022-07-15,2022-07-18 20:02:14,Maryland,MD,46,CDC
2022-07-15,2022-07-18 20:02:14,Massachusetts,MA,51,CDC
2022-07-15,2022-07-18 20:02:14,Michigan,MI,14,CDC
2022-07-15,2022-07-18 20:02:14,Minnesota,MN,13,CDC
2022-07-15,2022-07-18 20:02:14,Missouri,MO,4,CDC
2022-07-15,2022-07-18 20:02:14,Nebraska,NE,4,CDC
2022-07-15,2022-07-18 20:02:14,Nevada,NV,6,CDC
2022-07-15,2022-07-18 20:02:14,New Hampshire,NH,1,CDC
2022-07-15,2022-07-18 20:02:14,New Jersey,NJ,31,CDC
2022-07-15,2022-07-18 20:02:14,New Mexico,NM,6,CDC
2022-07-15,2022-07-18 20:02:14,New York,NY,521,CDC
2022-07-15,2022-07-18 20:02:14,North Carolina,NC,13,CDC
2022-07-15,2022-07-18 20:02:14,Ohio,OH,7,CDC
2022-07-15,2022-07-18 20:02:14,Oklahoma,OK,3,CDC
2022-07-15,2022-07-18 20:02:14,Oregon,OR,21,CDC
2022-07-15,2022-07-18 20:02:14,Pennsylvania,PA,61,CDC
2022-07-15,2022-07-18 20:02:14,Puerto Rico,PR,7,CDC
2022-07-15,2022-07-18 20:02:14,Rhode Island,RI,6,CDC
2022-07-15,2022-07-18 20:02:14,South Carolina,SC,5,CDC
2022-07-15,2022-07-18 20:02:14,South Dakota,SD,1,CDC
2022-07-15,2022-07-18 20:02:14,Tennessee,TN,8,CDC
2022-07-15,2022-07-18 20:02:14,Texas,TX,80,CDC
2022-07-15,2022-07-18 20:02:14,Utah,UT,13,CDC
2022-07-15,2022-07-18 20:02:14,Virginia,VA,44,CDC
2022-07-15,2022-07-18 20:02:14,Washington,WA,43,CDC
2022-07-15,2022-07-18 20:02:14,West Virginia,WV,1,CDC
2022-07-15,2022-07-18 20:02:14,Wisconsin,WI,6,CDC
2022-07-15,2022-07-18 20:02:14,Non-US Resident,Non-US Resident,3,CDC
2022-07-18,2022-07-19 19:16:51,Alabama,AL,2,CDC
2022-07-18,2022-07-19 19:16:51,Arizona,AZ,12,CDC
2022-07-18,2022-07-19 19:16:51,Arkansas,AR,2,CDC
2022-07-18,2022-07-19 19:16:51,California,CA,267,CDC
2022-07-18,2022-07-19 19:16:51,Colorado,CO,22,CDC
2022-07-18,2022-07-19 19:16:51,Connecticut,CT,14,CDC
2022-07-18,2022-07-19 19:16:51,Delaware,DE,1,CDC
2022-07-18,2022-07-19 19:16:51,District of Columbia,DC,108,CDC
2022-07-18,2022-07-19 19:16:51,Florida,FL,180,CDC
2022-07-18,2022-07-19 19:16:51,Georgia,GA,110,CDC
2022-07-18,2022-07-19 19:16:51,Hawaii,HI,8,CDC
2022-07-18,2022-07-19 19:16:51,Idaho,ID,1,CDC
2022-07-18,2022-07-19 19:16:51,Illinois,IL,200,CDC
2022-07-18,2022-07-19 19:16:51,Indiana,IN,11,CDC
2022-07-18,2022-07-19 19:16:51,Iowa,IA,3,CDC
2022-07-18,2022-07-19 19:16:51,Kansas,KS,1,CDC
2022-07-18,2022-07-19 19:16:51,Kentucky,KY,3,CDC
2022-07-18,2022-07-19 19:16:51,Louisiana,LA,8,CDC
2022-07-18,2022-07-19 19:16:51,Maryland,MD,46,CDC
2022-07-18,2022-07-19 19:16:51,Massachusetts,MA,51,CDC
2022-07-18,2022-07-19 19:16:51,Michigan,MI,14,CDC
2022-07-18,2022-07-19 19:16:51,Minnesota,MN,13,CDC
2022-07-18,2022-07-19 19:16:51,Missouri,MO,4,CDC
2022-07-18,2022-07-19 19:16:51,Nebraska,NE,4,CDC
2022-07-18,2022-07-19 19:16:51,Nevada,NV,6,CDC
2022-07-18,2022-07-19 19:16:51,New Hampshire,NH,1,CDC
2022-07-18,2022-07-19 19:16:51,New Jersey,NJ,31,CDC
2022-07-18,2022-07-19 19:16:51,New Mexico,NM,6,CDC
2022-07-18,2022-07-19 19:16:51,New York,NY,521,CDC
2022-07-18,2022-07-19 19:16:51,North Carolina,NC,13,CDC
2022-07-18,2022-07-19 19:16:51,Ohio,OH,7,CDC
2022-07-18,2022-07-19 19:16:51,Oklahoma,OK,3,CDC
2022-07-18,2022-07-19 19:16:51,Oregon,OR,21,CDC
2022-07-18,2022-07-19 19:16:51,Pennsylvania,PA,61,CDC
2022-07-18,2022-07-19 19:16:51,Puerto Rico,PR,7,CDC
2022-07-18,2022-07-19 19:16:51,Rhode Island,RI,6,CDC
2022-07-18,2022-07-19 19:16:51,South Carolina,SC,5,CDC
2022-07-18,2022-07-19 19:16:51,South Dakota,SD,1,CDC
2022-07-18,2022-07-19 19:16:51,Tennessee,TN,8,CDC
2022-07-18,2022-07-19 19:16:51,Texas,TX,80,CDC
2022-07-18,2022-07-19 19:16:51,Utah,UT,13,CDC
2022-07-18,2022-07-19 19:16:51,Virginia,VA,44,CDC
2022-07-18,2022-07-19 19:16:51,Washington,WA,43,CDC
2022-07-18,2022-07-19 19:16:51,West Virginia,WV,1,CDC
2022-07-18,2022-07-19 19:16:51,Wisconsin,WI,6,CDC
2022-07-18,2022-07-19 19:16:51,Non-US Resident,Non-US Resident,3,CDC
2022-07-19,2022-07-20 17:23:15,Alabama,AL,2,CDC
2022-07-19,2022-07-20 17:23:15,Arizona,AZ,11,CDC
2022-07-19,2022-07-20 17:23:15,Arkansas,AR,1,CDC
2022-07-19,2022-07-20 17:23:15,California,CA,267,CDC
2022-07-19,2022-07-20 17:23:15,Colorado,CO,32,CDC
2022-07-19,2022-07-20 17:23:15,Connecticut,CT,13,CDC
2022-07-19,2022-07-20 17:23:15,Delaware,DE,1,CDC
2022-07-19,2022-07-20 17:23:15,District of Columbia,DC,126,CDC
2022-07-19,2022-07-20 17:23:15,Florida,FL,180,CDC
2022-07-19,2022-07-20 17:23:15,Georgia,GA,132,CDC
2022-07-19,2022-07-20 17:23:15,Hawaii,HI,8,CDC
2022-07-19,2022-07-20 17:23:15,Idaho,ID,1,CDC
2022-07-19,2022-07-20 17:23:15,Illinois,IL,200,CDC
2022-07-19,2022-07-20 17:23:15,Indiana,IN,11,CDC
2022-07-19,2022-07-20 17:23:15,Iowa,IA,4,CDC
2022-07-19,2022-07-20 17:23:15,Kansas,KS,1,CDC
2022-07-19,2022-07-20 17:23:15,Kentucky,KY,3,CDC
2022-07-19,2022-07-20 17:23:15,Louisiana,LA,13,CDC
2022-07-19,2022-07-20 17:23:15,Maryland,MD,48,CDC
2022-07-19,2022-07-20 17:23:15,Massachusetts,MA,53,CDC
2022-07-19,2022-07-20 17:23:15,Michigan,MI,17,CDC
2022-07-19,2022-07-20 17:23:15,Minnesota,MN,21,CDC
2022-07-19,2022-07-20 17:23:15,Missouri,MO,9,CDC
2022-07-19,2022-07-20 17:23:15,Nebraska,NE,2,CDC
2022-07-19,2022-07-20 17:23:15,Nevada,NV,6,CDC
2022-07-19,2022-07-20 17:23:15,New Hampshire,NH,1,CDC
2022-07-19,2022-07-20 17:23:15,New Jersey,NJ,41,CDC
2022-07-19,2022-07-20 17:23:15,New Mexico,NM,6,CDC
2022-07-19,2022-07-20 17:23:15,New York,NY,581,CDC
2022-07-19,2022-07-20 17:23:15,North Carolina,NC,13,CDC
2022-07-19,2022-07-20 17:23:15,Ohio,OH,7,CDC
2022-07-19,2022-07-20 17:23:15,Oklahoma,OK,5,CDC
2022-07-19,2022-07-20 17:23:15,Oregon,OR,9,CDC
2022-07-19,2022-07-20 17:23:15,Pennsylvania,PA,64,CDC
2022-07-19,2022-07-20 17:23:15,Puerto Rico,PR,6,CDC
2022-07-19,2022-07-20 17:23:15,Rhode Island,RI,7,CDC
2022-07-19,2022-07-20 17:23:15,South Carolina,SC,6,CDC
2022-07-19,2022-07-20 17:23:15,South Dakota,SD,1,CDC
2022-07-19,2022-07-20 17:23:15,Tennessee,TN,10,CDC
2022-07-19,2022-07-20 17:23:15,Texas,TX,81,CDC
2022-07-19,2022-07-20 17:23:15,Utah,UT,13,CDC
