time_stamp,snap_shot,State,Abbr,Cases,Range
2022-07-15,2022-07-16 18 32 39,Delaware,DE,1,1 to 2
2022-07-15,2022-07-16 18 32 39,District of Columbia,DC,108,1 to 2
2022-07-15,2022-07-16 18 32 39,Florida,FL,154,1 to 2
2022-07-15,2022-07-16 18 32 39,Georgia,GA,93,1 to 2
2022-07-15,2022-07-16 18 32 39,Hawaii,HI,8,1 to 2
2022-07-15,2022-07-16 18 32 39,Idaho,ID,1,1 to 2
2022-07-15,2022-07-16 18 32 39,Illinois,IL,174,1 to 2
2022-07-15,2022-07-16 18 32 39,Indiana,IN,11,1 to 2
2022-07-15,2022-07-16 18 32 39,Iowa,IA,3,1 to 2
2022-07-15,2022-07-16 18 32 39,Kansas,KS,1,
2022-07-15,2022-07-16 18 32 39,Kentucky,KY,3,1 to 2
2022-07-15,2022-07-16 18 32 39,Louisiana,LA,6,1 to 2
2022-07-15,2022-07-16 18 32 39,Maryland,MD,37,1 to 2
2022-07-15,2022-07-16 18 32 39,Massachusetts,MA,51,1 to 2
2022-07-15,2022-07-16 18 32 39,Michigan,MI,13,1 to 2
2022-07-15,2022-07-16 18 32 39,Minnesota,MN,12,1 to 2
2022-07-15,2022-07-16 18 32 39,Missouri,MO,4,1 to 2
2022-07-15,2022-07-16 18 32 39,Nebraska,NE,2,1 to 2
2022-07-15,2022-07-16 18 32 39,Nevada,NV,6,1 to 2
2022-07-15,2022-07-16 18 32 39,New Hampshire,NH,1,1 to 2
2022-07-15,2022-07-16 18 32 39,New Jersey,NJ,31,1 to 2
2022-07-15,2022-07-16 18 32 39,New Mexico,NM,5,1 to 2
2022-07-15,2022-07-16 18 32 39,New York,NY,489,1 to 2
2022-07-15,2022-07-16 18 32 39,North Carolina,NC,13,1 to 2
2022-07-15,2022-07-16 18 32 39,Ohio,OH,7,1 to 2
2022-07-15,2022-07-16 18 32 39,Oklahoma,OK,3,1 to 2
2022-07-15,2022-07-16 18 32 39,Oregon,OR,21,1 to 2
2022-07-15,2022-07-16 18 32 39,Pennsylvania,PA,43,1 to 2
2022-07-15,2022-07-16 18 32 39,Puerto Rico,PR,4,1 to 2
2022-07-15,2022-07-16 18 32 39,Rhode Island,RI,4,1 to 2
2022-07-15,2022-07-16 18 32 39,South Carolina,SC,4,1 to 2
2022-07-15,2022-07-16 18 32 39,South Dakota,SD,1,1 to 2
2022-07-15,2022-07-16 18 32 39,Tennessee,TN,6,1 to 2
2022-07-15,2022-07-16 18 32 39,Texas,TX,76,1 to 2
2022-07-15,2022-07-16 18 32 39,Utah,UT,13,1 to 2
2022-07-15,2022-07-16 18 32 39,Virginia,VA,44,1 to 2
2022-07-15,2022-07-16 18 32 39,Washington,WA,41,1 to 2
2022-07-15,2022-07-16 18 32 39,West Virginia,WV,1,1 to 2
2022-07-15,2022-07-16 18 32 39,Wisconsin,WI,6,1 to 2
2022-07-12,2022-07-12 23 51 55,Arizona,AZ,3,1 to 2
2022-07-12,2022-07-12 23 51 55,Arkansas,AR,1,1 to 2
2022-07-12,2022-07-12 23 51 55,California,CA,136,1 to 2
2022-07-12,2022-07-12 23 51 55,Colorado,CO,9,1 to 2
2022-07-12,2022-07-12 23 51 55,Connecticut,CT,1,1 to 2
2022-07-12,2022-07-12 23 51 55,District of Columbia,DC,60,1 to 2
2022-07-12,2022-07-12 23 51 55,Florida,FL,72,1 to 2
2022-07-12,2022-07-12 23 51 55,Georgia,GA,19,1 to 2
2022-07-12,2022-07-12 23 51 55,Hawaii,HI,6,1 to 2
2022-07-12,2022-07-12 23 51 55,Idaho,ID,1,1 to 2
2022-07-12,2022-07-12 23 51 55,Illinois,IL,91,1 to 2
2022-07-12,2022-07-12 23 51 55,Indiana,IN,5,1 to 2
2022-07-12,2022-07-12 23 51 55,Iowa,IA,1,1 to 2
2022-07-12,2022-07-12 23 51 55,Kentucky,KY,2,1 to 2
2022-07-12,2022-07-12 23 51 55,Maryland,MD,14,1 to 2
2022-07-12,2022-07-12 23 51 55,Massachusetts,MA,30,1 to 2
2022-07-12,2022-07-12 23 51 55,Michigan,MI,2,1 to 2
2022-07-12,2022-07-12 23 51 55,Minnesota,MN,8,1 to 2
2022-07-12,2022-07-12 23 51 55,Missouri,MO,3,1 to 2
2022-07-12,2022-07-12 23 51 55,Nebraska,NE,1,1 to 2
2022-07-12,2022-07-12 23 51 55,Nevada,NV,4,1 to 2
2022-07-12,2022-07-12 23 51 55,New Hampshire,NH,1,1 to 2
2022-07-12,2022-07-12 23 51 55,New Jersey,NJ,8,1 to 2
2022-07-12,2022-07-12 23 51 55,New York,NY,131,1 to 2
2022-07-12,2022-07-12 23 51 55,North Carolina,NC,3,1 to 2
2022-07-12,2022-07-12 23 51 55,Ohio,OH,3,1 to 2
2022-07-12,2022-07-12 23 51 55,Oklahoma,OK,2,1 to 2
2022-07-12,2022-07-12 23 51 55,Oregon,OR,5,1 to 2
2022-07-12,2022-07-12 23 51 55,Pennsylvania,PA,16,1 to 2
2022-07-12,2022-07-12 23 51 55,Puerto Rico,PR,1,1 to 2
2022-07-12,2022-07-12 23 51 55,Rhode Island,RI,1,1 to 2
2022-07-12,2022-07-12 23 51 55,Texas,TX,23,1 to 2
2022-07-12,2022-07-12 23 51 55,Utah,UT,6,1 to 2
2022-07-12,2022-07-12 23 51 55,Virginia,VA,17,1 to 2
2022-07-12,2022-07-12 23 51 55,Washington,WA,10,1 to 2
2022-07-12,2022-07-12 23 51 55,Wisconsin,WI,1,1 to 2
2022-07-12,2022-07-12 23 51 55,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,1 to 2
2022-07-22,2022-07-23 23 19 55,Alabama,AL,4,1 to 2
2022-07-22,2022-07-23 23 19 55,Arizona,AZ,29,1 to 2
2022-07-22,2022-07-23 23 19 55,Arkansas,AR,3,1 to 2
2022-07-22,2022-07-23 23 19 55,California,CA,356,1 to 2
2022-07-22,2022-07-23 23 19 55,Colorado,CO,47,1 to 2
2022-07-22,2022-07-23 23 19 55,Connecticut,CT,19,1 to 2
2022-07-22,2022-07-23 23 19 55,Delaware,DE,3,1 to 2
2022-07-22,2022-07-23 23 19 55,District of Columbia,DC,110,1 to 2
2022-07-22,2022-07-23 23 19 55,Florida,FL,247,1 to 2
2022-07-22,2022-07-23 23 19 55,Georgia,GA,211,1 to 2
2022-07-22,2022-07-23 23 19 55,Hawaii,HI,8,1 to 2
2022-07-22,2022-07-23 23 19 55,Idaho,ID,2,1 to 2
2022-07-22,2022-07-23 23 19 55,Illinois,IL,238,1 to 2
2022-07-22,2022-07-23 23 19 55,Indiana,IN,31,1 to 2
2022-07-22,2022-07-23 23 19 55,Iowa,IA,6,1 to 2
2022-07-22,2022-07-23 23 19 55,Kansas,KS,2,1 to 2
2022-07-22,2022-07-23 23 19 55,Kentucky,KY,4,1 to 2
2022-07-22,2022-07-23 23 19 55,Louisiana,LA,21,1 to 2
2022-07-22,2022-07-23 23 19 55,Maryland,MD,71,1 to 2
2022-07-22,2022-07-23 23 19 55,Massachusetts,MA,79,1 to 2
2022-07-22,2022-07-23 23 19 55,Michigan,MI,27,1 to 2
2022-07-22,2022-07-23 23 19 55,Minnesota,MN,19,1 to 2
2022-07-22,2022-07-23 23 19 55,Missouri,MO,5,1 to 2
2022-07-22,2022-07-23 23 19 55,Nebraska,NE,5,1 to 2
2022-07-22,2022-07-23 23 19 55,Nevada,NV,8,1 to 2
2022-07-22,2022-07-23 23 19 55,New Hampshire,NH,3,1 to 2
2022-07-22,2022-07-23 23 19 55,New Jersey,NJ,41,1 to 2
2022-07-22,2022-07-23 23 19 55,New Mexico,NM,7,1 to 2
2022-07-22,2022-07-23 23 19 55,New York,NY,900,1 to 2
2022-07-22,2022-07-23 23 19 55,North Carolina,NC,13,1 to 2
2022-07-22,2022-07-23 23 19 55,North Dakota,ND,1,1 to 2
2022-07-22,2022-07-23 23 19 55,Ohio,OH,4,1 to 2
2022-07-22,2022-07-23 23 19 55,Oklahoma,OK,4,1 to 2
2022-07-22,2022-07-23 23 19 55,Oregon,OR,36,1 to 2
2022-07-22,2022-07-23 23 19 55,Pennsylvania,PA,55,1 to 2
2022-07-22,2022-07-23 23 19 55,Puerto Rico,PR,10,1 to 2
2022-07-22,2022-07-23 23 19 55,Rhode Island,RI,9,1 to 2
2022-07-22,2022-07-23 23 19 55,South Carolina,SC,7,1 to 2
2022-07-22,2022-07-23 23 19 55,South Dakota,SD,1,1 to 2
2022-07-22,2022-07-23 23 19 55,Tennessee,TN,15,1 to 2
2022-07-22,2022-07-23 23 19 55,Texas,TX,107,1 to 2
2022-07-22,2022-07-23 23 19 55,Utah,UT,13,1 to 2
2022-07-22,2022-07-23 23 19 55,Virginia,VA,40,1 to 2
2022-07-22,2022-07-23 23 19 55,Washington,WA,60,1 to 2
2022-07-22,2022-07-23 23 19 55,West Virginia,WV,1,1 to 2
2022-07-22,2022-07-23 23 19 55,Wisconsin,WI,6,1 to 2
2022-07-22,2022-07-23 23 19 55,Non-US Resident,Non-US Resident,3,1 to 2
2022-07-27,2022-07-28 11 26 38,Alabama,AL,6,1 to 2
2022-07-27,2022-07-28 11 26 38,Arizona,AZ,41,1 to 2
2022-07-27,2022-07-28 11 26 38,Arkansas,AR,4,1 to 2
2022-07-27,2022-07-28 11 26 38,California,CA,799,1 to 2
2022-07-27,2022-07-28 11 26 38,Colorado,CO,53,1 to 2
2022-07-27,2022-07-28 11 26 38,Connecticut,CT,28,1 to 2
2022-07-27,2022-07-28 11 26 38,Delaware,DE,3,1 to 2
2022-07-27,2022-07-28 11 26 38,District of Columbia,DC,205,1 to 2
2022-07-27,2022-07-28 11 26 38,Florida,FL,332,1 to 2
2022-07-27,2022-07-28 11 26 38,Georgia,GA,312,1 to 2
2022-07-27,2022-07-28 11 26 38,Hawaii,HI,10,1 to 2
2022-07-27,2022-07-28 11 26 38,Idaho,ID,3,1 to 2
2022-07-27,2022-07-28 11 26 38,Illinois,IL,385,1 to 2
2022-07-27,2022-07-28 11 26 38,Indiana,IN,37,1 to 2
2022-07-27,2022-07-28 11 26 38,Iowa,IA,9,1 to 2
2022-07-27,2022-07-28 11 26 38,Kansas,KS,1,1 to 2
2022-07-27,2022-07-28 11 26 38,Kentucky,KY,6,1 to 2
2022-07-27,2022-07-28 11 26 38,Louisiana,LA,28,1 to 2
2022-07-27,2022-07-28 11 26 38,Maine,ME,1,1 to 2
2022-07-27,2022-07-28 11 26 38,Maryland,MD,101,1 to 2
2022-07-27,2022-07-28 11 26 38,Massachusetts,MA,113,1 to 2
2022-07-27,2022-07-28 11 26 38,Michigan,MI,28,1 to 2
2022-07-27,2022-07-28 11 26 38,Minnesota,MN,28,1 to 2
2022-07-27,2022-07-28 11 26 38,Mississippi,MS,1,1 to 2
2022-07-27,2022-07-28 11 26 38,Missouri,MO,6,1 to 2
2022-07-27,2022-07-28 11 26 38,Nebraska,NE,8,1 to 2
2022-07-27,2022-07-28 11 26 38,Nevada,NV,11,1 to 2
2022-07-27,2022-07-28 11 26 38,New Hampshire,NH,7,1 to 2
2022-07-27,2022-07-28 11 26 38,New Jersey,NJ,102,1 to 2
2022-07-27,2022-07-28 11 26 38,New Mexico,NM,7,1 to 2
2022-07-27,2022-07-28 11 26 38,New York,NY,1228,1 to 2
2022-07-27,2022-07-28 11 26 38,North Carolina,NC,15,1 to 2
2022-07-27,2022-07-28 11 26 38,North Dakota,ND,1,1 to 2
2022-07-27,2022-07-28 11 26 38,Ohio,OH,17,1 to 2
2022-07-27,2022-07-28 11 26 38,Oklahoma,OK,8,1 to 2
2022-07-27,2022-07-28 11 26 38,Oregon,OR,51,1 to 2
2022-07-27,2022-07-28 11 26 38,Pennsylvania,PA,114,1 to 2
2022-07-27,2022-07-28 11 26 38,Puerto Rico,PR,10,1 to 2
2022-07-27,2022-07-28 11 26 38,Rhode Island,RI,16,1 to 2
2022-07-27,2022-07-28 11 26 38,South Carolina,SC,13,1 to 2
2022-07-27,2022-07-28 11 26 38,South Dakota,SD,1,1 to 2
2022-07-27,2022-07-28 11 26 38,Tennessee,TN,21,1 to 2
2022-07-27,2022-07-28 11 26 38,Texas,TX,287,1 to 2
2022-07-27,2022-07-28 11 26 38,Utah,UT,22,1 to 2
2022-07-27,2022-07-28 11 26 38,Virginia,VA,39,1 to 2
2022-07-27,2022-07-28 11 26 38,Washington,WA,103,1 to 2
2022-07-27,2022-07-28 11 26 38,West Virginia,WV,2,1 to 2
2022-07-27,2022-07-28 11 26 38,Wisconsin,WI,13,1 to 2
2022-07-27,2022-07-28 11 26 38,Non-US Resident,Non-US Resident,3,1 to 2
2022-07-27,2022-07-28 00 55 55,Alabama,AL,5,1 to 2
2022-07-27,2022-07-28 00 55 55,Arizona,AZ,35,1 to 2
2022-07-27,2022-07-28 00 55 55,Arkansas,AR,4,1 to 2
2022-07-27,2022-07-28 00 55 55,California,CA,356,1 to 2
2022-07-27,2022-07-28 00 55 55,Colorado,CO,53,1 to 2
2022-07-27,2022-07-28 00 55 55,Connecticut,CT,24,1 to 2
2022-07-27,2022-07-28 00 55 55,Delaware,DE,3,1 to 2
2022-07-27,2022-07-28 00 55 55,District of Columbia,DC,191,1 to 2
2022-07-27,2022-07-28 00 55 55,Florida,FL,309,1 to 2
2022-07-27,2022-07-28 00 55 55,Georgia,GA,289,1 to 2
2022-07-27,2022-07-28 00 55 55,Hawaii,HI,10,1 to 2
2022-07-27,2022-07-28 00 55 55,Idaho,ID,2,1 to 2
2022-07-27,2022-07-28 00 55 55,Illinois,IL,350,1 to 2
2022-07-27,2022-07-28 00 55 55,Indiana,IN,33,1 to 2
2022-07-27,2022-07-28 00 55 55,Iowa,IA,8,1 to 2
2022-07-27,2022-07-28 00 55 55,Kansas,KS,1,1 to 2
2022-07-27,2022-07-28 00 55 55,Kentucky,KY,6,1 to 2
2022-07-27,2022-07-28 00 55 55,Louisiana,LA,26,1 to 2
2022-07-27,2022-07-28 00 55 55,Maine,ME,1,1 to 2
2022-07-27,2022-07-28 00 55 55,Maryland,MD,91,1 to 2
2022-07-27,2022-07-28 00 55 55,Massachusetts,MA,96,1 to 2
2022-07-27,2022-07-28 00 55 55,Michigan,MI,24,1 to 2
2022-07-27,2022-07-28 00 55 55,Minnesota,MN,25,1 to 2
2022-07-27,2022-07-28 00 55 55,Mississippi,MS,1,1 to 2
2022-07-27,2022-07-28 00 55 55,Missouri,MO,5,1 to 2
2022-07-27,2022-07-28 00 55 55,Nebraska,NE,5,1 to 2
2022-07-27,2022-07-28 00 55 55,Nevada,NV,11,1 to 2
2022-07-27,2022-07-28 00 55 55,New Hampshire,NH,6,1 to 2
2022-07-27,2022-07-28 00 55 55,New Jersey,NJ,89,1 to 2
2022-07-27,2022-07-28 00 55 55,New Mexico,NM,7,1 to 2
2022-07-27,2022-07-28 00 55 55,New York,NY,900,1 to 2
2022-07-27,2022-07-28 00 55 55,North Carolina,NC,38,1 to 2
2022-07-27,2022-07-28 00 55 55,North Dakota,ND,1,1 to 2
2022-07-27,2022-07-28 00 55 55,Ohio,OH,17,1 to 2
2022-07-27,2022-07-28 00 55 55,Oklahoma,OK,8,1 to 2
2022-07-27,2022-07-28 00 55 55,Oregon,OR,40,1 to 2
2022-07-27,2022-07-28 00 55 55,Pennsylvania,PA,95,1 to 2
2022-07-27,2022-07-28 00 55 55,Puerto Rico,PR,10,1 to 2
2022-07-27,2022-07-28 00 55 55,Rhode Island,RI,13,1 to 2
2022-07-27,2022-07-28 00 55 55,South Carolina,SC,12,1 to 2
2022-07-27,2022-07-28 00 55 55,South Dakota,SD,1,1 to 2
2022-07-27,2022-07-28 00 55 55,Tennessee,TN,20,1 to 2
2022-07-27,2022-07-28 00 55 55,Texas,TX,223,1 to 2
2022-07-27,2022-07-28 00 55 55,Utah,UT,22,1 to 2
2022-07-27,2022-07-28 00 55 55,Virginia,VA,40,1 to 2
2022-07-27,2022-07-28 00 55 55,Washington,WA,69,1 to 2
2022-07-27,2022-07-28 00 55 55,West Virginia,WV,1,1 to 2
2022-07-27,2022-07-28 00 55 55,Wisconsin,WI,12,1 to 2
2022-07-27,2022-07-28 00 55 55,Non-US Resident,Non-US Resident,3,1 to 2
2022-07-15,2022-07-16 21 06 12,Alabama,AL,2,1 to 2
2022-07-15,2022-07-16 21 06 12,Arizona,AZ,11,1 to 2
2022-07-15,2022-07-16 21 06 12,Arkansas,AR,2,1 to 2
2022-07-15,2022-07-16 21 06 12,California,CA,266,1 to 2
2022-07-15,2022-07-16 21 06 12,Colorado,CO,20,1 to 2
2022-07-15,2022-07-16 21 06 12,Connecticut,CT,12,1 to 2
2022-07-15,2022-07-16 21 06 12,Delaware,DE,1,1 to 2
2022-07-15,2022-07-16 21 06 12,District of Columbia,DC,108,1 to 2
2022-07-15,2022-07-16 21 06 12,Florida,FL,154,1 to 2
2022-07-15,2022-07-16 21 06 12,Georgia,GA,93,1 to 2
2022-07-15,2022-07-16 21 06 12,Hawaii,HI,8,1 to 2
2022-07-15,2022-07-16 21 06 12,Idaho,ID,1,1 to 2
2022-07-15,2022-07-16 21 06 12,Illinois,IL,174,1 to 2
2022-07-15,2022-07-16 21 06 12,Indiana,IN,11,1 to 2
2022-07-15,2022-07-16 21 06 12,Iowa,IA,3,1 to 2
2022-07-15,2022-07-16 21 06 12,Kansas,KS,1,
2022-07-15,2022-07-16 21 06 12,Kentucky,KY,3,1 to 2
2022-07-15,2022-07-16 21 06 12,Louisiana,LA,6,1 to 2
2022-07-15,2022-07-16 21 06 12,Maryland,MD,37,1 to 2
2022-07-15,2022-07-16 21 06 12,Massachusetts,MA,51,1 to 2
2022-07-15,2022-07-16 21 06 12,Michigan,MI,13,1 to 2
2022-07-15,2022-07-16 21 06 12,Minnesota,MN,12,1 to 2
2022-07-15,2022-07-16 21 06 12,Missouri,MO,4,1 to 2
2022-07-15,2022-07-16 21 06 12,Nebraska,NE,2,1 to 2
2022-07-15,2022-07-16 21 06 12,Nevada,NV,6,1 to 2
2022-07-15,2022-07-16 21 06 12,New Hampshire,NH,1,1 to 2
2022-07-15,2022-07-16 21 06 12,New Jersey,NJ,31,1 to 2
2022-07-15,2022-07-16 21 06 12,New Mexico,NM,5,1 to 2
2022-07-15,2022-07-16 21 06 12,New York,NY,489,1 to 2
2022-07-15,2022-07-16 21 06 12,North Carolina,NC,13,1 to 2
2022-07-15,2022-07-16 21 06 12,Ohio,OH,7,1 to 2
2022-07-15,2022-07-16 21 06 12,Oklahoma,OK,3,1 to 2
2022-07-15,2022-07-16 21 06 12,Oregon,OR,21,1 to 2
2022-07-15,2022-07-16 21 06 12,Pennsylvania,PA,43,1 to 2
2022-07-15,2022-07-16 21 06 12,Puerto Rico,PR,4,1 to 2
2022-07-15,2022-07-16 21 06 12,Rhode Island,RI,4,1 to 2
2022-07-15,2022-07-16 21 06 12,South Carolina,SC,4,1 to 2
2022-07-15,2022-07-16 21 06 12,South Dakota,SD,1,1 to 2
2022-07-15,2022-07-16 21 06 12,Tennessee,TN,6,1 to 2
2022-07-15,2022-07-16 21 06 12,Texas,TX,76,1 to 2
2022-07-15,2022-07-16 21 06 12,Utah,UT,13,1 to 2
2022-07-15,2022-07-16 21 06 12,Virginia,VA,44,1 to 2
2022-07-15,2022-07-16 21 06 12,Washington,WA,41,1 to 2
2022-07-15,2022-07-16 21 06 12,West Virginia,WV,1,1 to 2
2022-07-15,2022-07-16 21 06 12,Wisconsin,WI,6,1 to 2
2022-06-17,2022-06-18 22 20 41,Arizona,AZ,1,1 to 2
2022-06-17,2022-06-18 22 20 41,California,CA,21,1 to 2
2022-06-17,2022-06-18 22 20 41,Colorado,CO,4,1 to 2
2022-06-17,2022-06-18 22 20 41,District of Columbia,DC,4,1 to 2
2022-06-17,2022-06-18 22 20 41,Florida,FL,9,1 to 2
2022-06-17,2022-06-18 22 20 41,Georgia,GA,3,1 to 2
2022-06-17,2022-06-18 22 20 41,Hawaii,HI,5,1 to 2
2022-06-17,2022-06-18 22 20 41,Illinois,IL,13,1 to 2
2022-06-17,2022-06-18 22 20 41,Massachusetts,MA,7,1 to 2
2022-06-17,2022-06-18 22 20 41,Maryland,MD,1,1 to 2
2022-06-17,2022-06-18 22 20 41,Nevada,NV,1,1 to 2
2022-06-17,2022-06-18 22 20 41,New York,NY,17,1 to 2
2022-06-17,2022-06-18 22 20 41,Ohio,OH,1,1 to 2
2022-06-17,2022-06-18 22 20 41,Oklahoma,OK,1,1 to 2
2022-06-17,2022-06-18 22 20 41,Oregon,OR,1,1 to 2
2022-06-17,2022-06-18 22 20 41,Pennsylvania,PA,2,1 to 2
2022-06-17,2022-06-18 22 20 41,Rhode Island,RI,1,1 to 2
2022-06-17,2022-06-18 22 20 41,Texas,TX,2,1 to 2
2022-06-17,2022-06-18 22 20 41,Utah,UT,2,1 to 2
2022-06-17,2022-06-18 22 20 41,Virginia,VA,1,1 to 2
2022-06-17,2022-06-18 22 20 41,Washington,WA,2,1 to 2
2022-06-17,2022-06-18 22 20 41,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,1,1 to 2
2022-07-15,2022-07-17 21 23 56,Alabama,AL,2,1 to 2
2022-07-15,2022-07-17 21 23 56,Arizona,AZ,11,1 to 2
2022-07-15,2022-07-17 21 23 56,Arkansas,AR,2,1 to 2
2022-07-15,2022-07-17 21 23 56,California,CA,266,1 to 2
2022-07-15,2022-07-17 21 23 56,Colorado,CO,20,1 to 2
2022-07-15,2022-07-17 21 23 56,Connecticut,CT,12,1 to 2
2022-07-15,2022-07-17 21 23 56,Delaware,DE,1,1 to 2
2022-07-15,2022-07-17 21 23 56,District of Columbia,DC,108,1 to 2
2022-07-15,2022-07-17 21 23 56,Florida,FL,154,1 to 2
2022-07-15,2022-07-17 21 23 56,Georgia,GA,93,1 to 2
2022-07-15,2022-07-17 21 23 56,Hawaii,HI,8,1 to 2
2022-07-15,2022-07-17 21 23 56,Idaho,ID,1,1 to 2
2022-07-15,2022-07-17 21 23 56,Illinois,IL,174,1 to 2
2022-07-15,2022-07-17 21 23 56,Indiana,IN,11,1 to 2
2022-07-15,2022-07-17 21 23 56,Iowa,IA,3,1 to 2
2022-07-15,2022-07-17 21 23 56,Kansas,KS,1,
2022-07-15,2022-07-17 21 23 56,Kentucky,KY,3,1 to 2
2022-07-15,2022-07-17 21 23 56,Louisiana,LA,6,1 to 2
2022-07-15,2022-07-17 21 23 56,Maryland,MD,37,1 to 2
2022-07-15,2022-07-17 21 23 56,Massachusetts,MA,51,1 to 2
2022-07-15,2022-07-17 21 23 56,Michigan,MI,13,1 to 2
2022-07-15,2022-07-17 21 23 56,Minnesota,MN,12,1 to 2
2022-07-15,2022-07-17 21 23 56,Missouri,MO,4,1 to 2
2022-07-15,2022-07-17 21 23 56,Nebraska,NE,2,1 to 2
2022-07-15,2022-07-17 21 23 56,Nevada,NV,6,1 to 2
2022-07-15,2022-07-17 21 23 56,New Hampshire,NH,1,1 to 2
2022-07-15,2022-07-17 21 23 56,New Jersey,NJ,31,1 to 2
2022-07-15,2022-07-17 21 23 56,New Mexico,NM,5,1 to 2
2022-07-15,2022-07-17 21 23 56,New York,NY,489,1 to 2
2022-07-15,2022-07-17 21 23 56,North Carolina,NC,13,1 to 2
2022-07-15,2022-07-17 21 23 56,Ohio,OH,7,1 to 2
2022-07-15,2022-07-17 21 23 56,Oklahoma,OK,3,1 to 2
2022-07-15,2022-07-17 21 23 56,Oregon,OR,21,1 to 2
2022-07-15,2022-07-17 21 23 56,Pennsylvania,PA,43,1 to 2
2022-07-15,2022-07-17 21 23 56,Puerto Rico,PR,4,1 to 2
2022-07-15,2022-07-17 21 23 56,Rhode Island,RI,4,1 to 2
2022-07-15,2022-07-17 21 23 56,South Carolina,SC,4,1 to 2
2022-07-15,2022-07-17 21 23 56,South Dakota,SD,1,1 to 2
2022-07-15,2022-07-17 21 23 56,Tennessee,TN,6,1 to 2
2022-07-15,2022-07-17 21 23 56,Texas,TX,76,1 to 2
2022-07-15,2022-07-17 21 23 56,Utah,UT,13,1 to 2
2022-07-15,2022-07-17 21 23 56,Virginia,VA,44,1 to 2
2022-07-15,2022-07-17 21 23 56,Washington,WA,41,1 to 2
2022-07-15,2022-07-17 21 23 56,West Virginia,WV,1,1 to 2
2022-07-15,2022-07-17 21 23 56,Wisconsin,WI,6,1 to 2
2022-07-08,2022-07-08 22 50 47,Arizona,AZ,3,1 to 2
2022-07-08,2022-07-08 22 50 47,Arkansas,AR,1,1 to 2
2022-07-08,2022-07-08 22 50 47,California,CA,136,1 to 2
2022-07-08,2022-07-08 22 50 47,Colorado,CO,9,1 to 2
2022-07-08,2022-07-08 22 50 47,Connecticut,CT,1,1 to 2
2022-07-08,2022-07-08 22 50 47,District of Columbia,DC,60,1 to 2
2022-07-08,2022-07-08 22 50 47,Florida,FL,72,1 to 2
2022-07-08,2022-07-08 22 50 47,Georgia,GA,19,1 to 2
2022-07-08,2022-07-08 22 50 47,Hawaii,HI,6,1 to 2
2022-07-08,2022-07-08 22 50 47,Idaho,ID,1,1 to 2
2022-07-08,2022-07-08 22 50 47,Illinois,IL,91,1 to 2
2022-07-08,2022-07-08 22 50 47,Indiana,IN,5,1 to 2
2022-07-08,2022-07-08 22 50 47,Iowa,IA,1,1 to 2
2022-07-08,2022-07-08 22 50 47,Kentucky,KY,2,1 to 2
2022-07-08,2022-07-08 22 50 47,Maryland,MD,14,1 to 2
2022-07-08,2022-07-08 22 50 47,Massachusetts,MA,30,1 to 2
2022-07-08,2022-07-08 22 50 47,Michigan,MI,2,1 to 2
2022-07-08,2022-07-08 22 50 47,Minnesota,MN,8,1 to 2
2022-07-08,2022-07-08 22 50 47,Missouri,MO,3,1 to 2
2022-07-08,2022-07-08 22 50 47,Nebraska,NE,1,1 to 2
2022-07-08,2022-07-08 22 50 47,Nevada,NV,4,1 to 2
2022-07-08,2022-07-08 22 50 47,New Hampshire,NH,1,1 to 2
2022-07-08,2022-07-08 22 50 47,New Jersey,NJ,8,1 to 2
2022-07-08,2022-07-08 22 50 47,New York,NY,131,1 to 2
2022-07-08,2022-07-08 22 50 47,North Carolina,NC,3,1 to 2
2022-07-08,2022-07-08 22 50 47,Ohio,OH,3,1 to 2
2022-07-08,2022-07-08 22 50 47,Oklahoma,OK,2,1 to 2
2022-07-08,2022-07-08 22 50 47,Oregon,OR,5,1 to 2
2022-07-08,2022-07-08 22 50 47,Pennsylvania,PA,16,1 to 2
2022-07-08,2022-07-08 22 50 47,Puerto Rico,PR,1,1 to 2
2022-07-08,2022-07-08 22 50 47,Rhode Island,RI,1,1 to 2
2022-07-08,2022-07-08 22 50 47,Texas,TX,23,1 to 2
2022-07-08,2022-07-08 22 50 47,Utah,UT,6,1 to 2
2022-07-08,2022-07-08 22 50 47,Virginia,VA,17,1 to 2
2022-07-08,2022-07-08 22 50 47,Washington,WA,10,1 to 2
2022-07-08,2022-07-08 22 50 47,Wisconsin,WI,1,1 to 2
2022-07-08,2022-07-08 22 50 47,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,1 to 2
2022-07-26,2022-07-26 23 42 02,Alabama,AL,5,1 to 2
2022-07-26,2022-07-26 23 42 02,Arizona,AZ,35,1 to 2
2022-07-26,2022-07-26 23 42 02,Arkansas,AR,4,1 to 2
2022-07-26,2022-07-26 23 42 02,California,CA,356,1 to 2
2022-07-26,2022-07-26 23 42 02,Colorado,CO,53,1 to 2
2022-07-26,2022-07-26 23 42 02,Connecticut,CT,24,1 to 2
2022-07-26,2022-07-26 23 42 02,Delaware,DE,3,1 to 2
2022-07-26,2022-07-26 23 42 02,District of Columbia,DC,191,1 to 2
2022-07-26,2022-07-26 23 42 02,Florida,FL,309,1 to 2
2022-07-26,2022-07-26 23 42 02,Georgia,GA,289,1 to 2
