time_stamp,snap_shot,State,Abbr,Cases,Range
2022-07-26,2022-07-26 23 42 02,Hawaii,HI,10,1 to 2
2022-07-26,2022-07-26 23 42 02,Idaho,ID,2,1 to 2
2022-07-26,2022-07-26 23 42 02,Illinois,IL,350,1 to 2
2022-07-26,2022-07-26 23 42 02,Indiana,IN,33,1 to 2
2022-07-26,2022-07-26 23 42 02,Iowa,IA,8,1 to 2
2022-07-26,2022-07-26 23 42 02,Kansas,KS,1,1 to 2
2022-07-26,2022-07-26 23 42 02,Kentucky,KY,6,1 to 2
2022-07-26,2022-07-26 23 42 02,Louisiana,LA,26,1 to 2
2022-07-26,2022-07-26 23 42 02,Maine,ME,1,1 to 2
2022-07-26,2022-07-26 23 42 02,Maryland,MD,91,1 to 2
2022-07-26,2022-07-26 23 42 02,Massachusetts,MA,96,1 to 2
2022-07-26,2022-07-26 23 42 02,Michigan,MI,24,1 to 2
2022-07-26,2022-07-26 23 42 02,Minnesota,MN,25,1 to 2
2022-07-26,2022-07-26 23 42 02,Mississippi,MS,1,1 to 2
2022-07-26,2022-07-26 23 42 02,Missouri,MO,5,1 to 2
2022-07-26,2022-07-26 23 42 02,Nebraska,NE,5,1 to 2
2022-07-26,2022-07-26 23 42 02,Nevada,NV,11,1 to 2
2022-07-26,2022-07-26 23 42 02,New Hampshire,NH,6,1 to 2
2022-07-26,2022-07-26 23 42 02,New Jersey,NJ,89,1 to 2
2022-07-26,2022-07-26 23 42 02,New Mexico,NM,7,1 to 2
2022-07-26,2022-07-26 23 42 02,New York,NY,900,1 to 2
2022-07-26,2022-07-26 23 42 02,North Carolina,NC,38,1 to 2
2022-07-26,2022-07-26 23 42 02,North Dakota,ND,1,1 to 2
2022-07-26,2022-07-26 23 42 02,Ohio,OH,17,1 to 2
2022-07-26,2022-07-26 23 42 02,Oklahoma,OK,8,1 to 2
2022-07-26,2022-07-26 23 42 02,Oregon,OR,40,1 to 2
2022-07-26,2022-07-26 23 42 02,Pennsylvania,PA,95,1 to 2
2022-07-26,2022-07-26 23 42 02,Puerto Rico,PR,10,1 to 2
2022-07-26,2022-07-26 23 42 02,Rhode Island,RI,13,1 to 2
2022-07-26,2022-07-26 23 42 02,South Carolina,SC,12,1 to 2
2022-07-26,2022-07-26 23 42 02,South Dakota,SD,1,1 to 2
2022-07-26,2022-07-26 23 42 02,Tennessee,TN,20,1 to 2
2022-07-26,2022-07-26 23 42 02,Texas,TX,223,1 to 2
2022-07-26,2022-07-26 23 42 02,Utah,UT,22,1 to 2
2022-07-26,2022-07-26 23 42 02,Virginia,VA,40,1 to 2
2022-07-26,2022-07-26 23 42 02,Washington,WA,69,1 to 2
2022-07-26,2022-07-26 23 42 02,West Virginia,WV,1,1 to 2
2022-07-26,2022-07-26 23 42 02,Wisconsin,WI,12,1 to 2
2022-07-26,2022-07-26 23 42 02,Non-US Resident,Non-US Resident,3,1 to 2
2022-07-22,2022-07-22 22 48 35,Alabama,AL,6,1 to 2
2022-07-22,2022-07-22 22 48 35,Arizona,AZ,22,1 to 2
2022-07-22,2022-07-22 22 48 35,Arkansas,AR,3,1 to 2
2022-07-22,2022-07-22 22 48 35,California,CA,356,1 to 2
2022-07-22,2022-07-22 22 48 35,Colorado,CO,31,1 to 2
2022-07-22,2022-07-22 22 48 35,Connecticut,CT,16,1 to 2
2022-07-22,2022-07-22 22 48 35,Delaware,DE,3,1 to 2
2022-07-22,2022-07-22 22 48 35,District of Columbia,DC,110,1 to 2
2022-07-22,2022-07-22 22 48 35,Florida,FL,226,1 to 2
2022-07-22,2022-07-22 22 48 35,Georgia,GA,158,1 to 2
2022-07-22,2022-07-22 22 48 35,Hawaii,HI,8,1 to 2
2022-07-22,2022-07-22 22 48 35,Idaho,ID,2,1 to 2
2022-07-22,2022-07-22 22 48 35,Illinois,IL,230,1 to 2
2022-07-22,2022-07-22 22 48 35,Indiana,IN,35,1 to 2
2022-07-22,2022-07-22 22 48 35,Iowa,IA,5,1 to 2
2022-07-22,2022-07-22 22 48 35,Kansas,KS,2,1 to 2
2022-07-22,2022-07-22 22 48 35,Kentucky,KY,4,1 to 2
2022-07-22,2022-07-22 22 48 35,Louisiana,LA,17,1 to 2
2022-07-22,2022-07-22 22 48 35,Maryland,MD,49,1 to 2
2022-07-22,2022-07-22 22 48 35,Massachusetts,MA,55,1 to 2
2022-07-22,2022-07-22 22 48 35,Michigan,MI,19,1 to 2
2022-07-22,2022-07-22 22 48 35,Minnesota,MN,19,1 to 2
2022-07-22,2022-07-22 22 48 35,Missouri,MO,8,1 to 2
2022-07-22,2022-07-22 22 48 35,Nebraska,NE,5,1 to 2
2022-07-22,2022-07-22 22 48 35,Nevada,NV,8,1 to 2
2022-07-22,2022-07-22 22 48 35,New Hampshire,NH,3,1 to 2
2022-07-22,2022-07-22 22 48 35,New Jersey,NJ,41,1 to 2
2022-07-22,2022-07-22 22 48 35,New Mexico,NM,7,1 to 2
2022-07-22,2022-07-22 22 48 35,New York,NY,830,1 to 2
2022-07-22,2022-07-22 22 48 35,North Carolina,NC,13,1 to 2
2022-07-22,2022-07-22 22 48 35,North Dakota,ND,1,1 to 2
2022-07-22,2022-07-22 22 48 35,Ohio,OH,9,1 to 2
2022-07-22,2022-07-22 22 48 35,Oklahoma,OK,5,1 to 2
2022-07-22,2022-07-22 22 48 35,Oregon,OR,9,1 to 2
2022-07-22,2022-07-22 22 48 35,Pennsylvania,PA,58,1 to 2
2022-07-22,2022-07-22 22 48 35,Puerto Rico,PR,12,1 to 2
2022-07-22,2022-07-22 22 48 35,Rhode Island,RI,7,1 to 2
2022-07-22,2022-07-22 22 48 35,South Carolina,SC,9,1 to 2
2022-07-22,2022-07-22 22 48 35,South Dakota,SD,1,1 to 2
2022-07-22,2022-07-22 22 48 35,Tennessee,TN,16,1 to 2
2022-07-22,2022-07-22 22 48 35,Texas,TX,61,1 to 2
2022-07-22,2022-07-22 22 48 35,Utah,UT,11,1 to 2
2022-07-22,2022-07-22 22 48 35,Virginia,VA,40,1 to 2
2022-07-22,2022-07-22 22 48 35,Washington,WA,53,1 to 2
2022-07-22,2022-07-22 22 48 35,West Virginia,WV,1,1 to 2
2022-07-22,2022-07-22 22 48 35,Wisconsin,WI,6,1 to 2
2022-07-22,2022-07-22 22 48 35,Non-US Resident,Non-US Resident,3,1 to 2
2022-06-23,2022-06-24 23 54 08,Arizona,AZ,1,1 to 2
2022-06-23,2022-06-24 23 54 08,California,CA,40,1 to 2
2022-06-23,2022-06-24 23 54 08,Colorado,CO,5,1 to 2
2022-06-23,2022-06-24 23 54 08,District of Columbia,DC,4,1 to 2
2022-06-23,2022-06-24 23 54 08,Florida,FL,16,1 to 2
2022-06-23,2022-06-24 23 54 08,Georgia,GA,5,1 to 2
2022-06-23,2022-06-24 23 54 08,Hawaii,HI,5,1 to 2
2022-06-23,2022-06-24 23 54 08,Illinois,IL,19,1 to 2
2022-06-23,2022-06-24 23 54 08,Indiana,IN,2,1 to 2
2022-06-23,2022-06-24 23 54 08,Maryland,MD,3,1 to 2
2022-06-23,2022-06-24 23 54 08,Massachusetts,MA,9,1 to 2
2022-06-23,2022-06-24 23 54 08,Missouri,MO,2,1 to 2
2022-06-23,2022-06-24 23 54 08,Nevada,NV,1,1 to 2
2022-06-23,2022-06-24 23 54 08,New Jersey,NJ,1,1 to 2
2022-06-23,2022-06-24 23 54 08,New York,NY,22,1 to 2
2022-06-23,2022-06-24 23 54 08,Ohio,OH,1,1 to 2
2022-06-23,2022-06-24 23 54 08,Oklahoma,OK,2,1 to 2
2022-06-23,2022-06-24 23 54 08,Oregon,OR,1,1 to 2
2022-06-23,2022-06-24 23 54 08,Pennsylvania,PA,2,1 to 2
2022-06-23,2022-06-24 23 54 08,Rhode Island,RI,1,1 to 2
2022-06-23,2022-06-24 23 54 08,Texas,TX,4,1 to 2
2022-06-23,2022-06-24 23 54 08,Utah,UT,3,1 to 2
2022-06-23,2022-06-24 23 54 08,Virginia,VA,1,1 to 2
2022-06-23,2022-06-24 23 54 08,Washington,WA,4,1 to 2
2022-06-23,2022-06-24 23 54 08,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,2,1 to 2
2022-07-14,2022-07-14 23 53 15,Alabama,AL,2,1 to 2
2022-07-14,2022-07-14 23 53 15,Arizona,AZ,11,1 to 2
2022-07-14,2022-07-14 23 53 15,Arkansas,AR,2,1 to 2
2022-07-14,2022-07-14 23 53 15,California,CA,266,1 to 2
2022-07-14,2022-07-14 23 53 15,Colorado,CO,20,1 to 2
2022-07-14,2022-07-14 23 53 15,Connecticut,CT,12,1 to 2
2022-07-14,2022-07-14 23 53 15,Delaware,DE,1,1 to 2
2022-07-14,2022-07-14 23 53 15,District of Columbia,DC,108,1 to 2
2022-07-14,2022-07-14 23 53 15,Florida,FL,154,1 to 2
2022-07-14,2022-07-14 23 53 15,Georgia,GA,93,1 to 2
2022-07-14,2022-07-14 23 53 15,Hawaii,HI,8,1 to 2
2022-07-14,2022-07-14 23 53 15,Idaho,ID,1,1 to 2
2022-07-14,2022-07-14 23 53 15,Illinois,IL,174,1 to 2
2022-07-14,2022-07-14 23 53 15,Indiana,IN,11,1 to 2
2022-07-14,2022-07-14 23 53 15,Iowa,IA,3,1 to 2
2022-07-14,2022-07-14 23 53 15,Kansas,KS,1,
2022-07-14,2022-07-14 23 53 15,Kentucky,KY,3,1 to 2
2022-07-14,2022-07-14 23 53 15,Louisiana,LA,6,1 to 2
2022-07-14,2022-07-14 23 53 15,Maryland,MD,37,1 to 2
2022-07-14,2022-07-14 23 53 15,Massachusetts,MA,51,1 to 2
2022-07-14,2022-07-14 23 53 15,Michigan,MI,13,1 to 2
2022-07-14,2022-07-14 23 53 15,Minnesota,MN,12,1 to 2
2022-07-14,2022-07-14 23 53 15,Missouri,MO,4,1 to 2
2022-07-14,2022-07-14 23 53 15,Nebraska,NE,2,1 to 2
2022-07-14,2022-07-14 23 53 15,Nevada,NV,6,1 to 2
2022-07-14,2022-07-14 23 53 15,New Hampshire,NH,1,1 to 2
2022-07-14,2022-07-14 23 53 15,New Jersey,NJ,31,1 to 2
2022-07-14,2022-07-14 23 53 15,New Mexico,NM,5,1 to 2
2022-07-14,2022-07-14 23 53 15,New York,NY,489,1 to 2
2022-07-14,2022-07-14 23 53 15,North Carolina,NC,13,1 to 2
2022-07-14,2022-07-14 23 53 15,Ohio,OH,7,1 to 2
2022-07-14,2022-07-14 23 53 15,Oklahoma,OK,3,1 to 2
2022-07-14,2022-07-14 23 53 15,Oregon,OR,21,1 to 2
2022-07-14,2022-07-14 23 53 15,Pennsylvania,PA,43,1 to 2
2022-07-14,2022-07-14 23 53 15,Puerto Rico,PR,4,1 to 2
2022-07-14,2022-07-14 23 53 15,Rhode Island,RI,4,1 to 2
2022-07-14,2022-07-14 23 53 15,South Carolina,SC,4,1 to 2
2022-07-14,2022-07-14 23 53 15,South Dakota,SD,1,1 to 2
2022-07-14,2022-07-14 23 53 15,Tennessee,TN,6,1 to 2
2022-07-14,2022-07-14 23 53 15,Texas,TX,76,1 to 2
2022-07-14,2022-07-14 23 53 15,Utah,UT,13,1 to 2
2022-07-14,2022-07-14 23 53 15,Virginia,VA,44,1 to 2
2022-07-14,2022-07-14 23 53 15,Washington,WA,41,1 to 2
2022-07-14,2022-07-14 23 53 15,West Virginia,WV,1,1 to 2
2022-07-14,2022-07-14 23 53 15,Wisconsin,WI,6,1 to 2
2022-07-08,2022-07-10 21 50 16,Arizona,AZ,3,1 to 2
2022-07-08,2022-07-10 21 50 16,Arkansas,AR,1,1 to 2
2022-07-08,2022-07-10 21 50 16,California,CA,136,1 to 2
2022-07-08,2022-07-10 21 50 16,Colorado,CO,9,1 to 2
2022-07-08,2022-07-10 21 50 16,Connecticut,CT,1,1 to 2
2022-07-08,2022-07-10 21 50 16,District of Columbia,DC,60,1 to 2
2022-07-08,2022-07-10 21 50 16,Florida,FL,72,1 to 2
2022-07-08,2022-07-10 21 50 16,Georgia,GA,19,1 to 2
2022-07-08,2022-07-10 21 50 16,Hawaii,HI,6,1 to 2
2022-07-08,2022-07-10 21 50 16,Idaho,ID,1,1 to 2
2022-07-08,2022-07-10 21 50 16,Illinois,IL,91,1 to 2
2022-07-08,2022-07-10 21 50 16,Indiana,IN,5,1 to 2
2022-07-08,2022-07-10 21 50 16,Iowa,IA,1,1 to 2
2022-07-08,2022-07-10 21 50 16,Kentucky,KY,2,1 to 2
2022-07-08,2022-07-10 21 50 16,Maryland,MD,14,1 to 2
2022-07-08,2022-07-10 21 50 16,Massachusetts,MA,30,1 to 2
2022-07-08,2022-07-10 21 50 16,Michigan,MI,2,1 to 2
2022-07-08,2022-07-10 21 50 16,Minnesota,MN,8,1 to 2
2022-07-08,2022-07-10 21 50 16,Missouri,MO,3,1 to 2
2022-07-08,2022-07-10 21 50 16,Nebraska,NE,1,1 to 2
2022-07-08,2022-07-10 21 50 16,Nevada,NV,4,1 to 2
2022-07-08,2022-07-10 21 50 16,New Hampshire,NH,1,1 to 2
2022-07-08,2022-07-10 21 50 16,New Jersey,NJ,8,1 to 2
2022-07-08,2022-07-10 21 50 16,New York,NY,131,1 to 2
2022-07-08,2022-07-10 21 50 16,North Carolina,NC,3,1 to 2
2022-07-08,2022-07-10 21 50 16,Ohio,OH,3,1 to 2
2022-07-08,2022-07-10 21 50 16,Oklahoma,OK,2,1 to 2
2022-07-08,2022-07-10 21 50 16,Oregon,OR,5,1 to 2
2022-07-08,2022-07-10 21 50 16,Pennsylvania,PA,16,1 to 2
2022-07-08,2022-07-10 21 50 16,Puerto Rico,PR,1,1 to 2
2022-07-08,2022-07-10 21 50 16,Rhode Island,RI,1,1 to 2
2022-07-08,2022-07-10 21 50 16,Texas,TX,23,1 to 2
2022-07-08,2022-07-10 21 50 16,Utah,UT,6,1 to 2
2022-07-08,2022-07-10 21 50 16,Virginia,VA,17,1 to 2
2022-07-08,2022-07-10 21 50 16,Washington,WA,10,1 to 2
2022-07-08,2022-07-10 21 50 16,Wisconsin,WI,1,1 to 2
2022-07-08,2022-07-10 21 50 16,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,3,1 to 2
2022-07-27,2022-07-27 21 27 55,Alabama,AL,6,1 to 2
2022-07-27,2022-07-27 21 27 55,Arizona,AZ,41,1 to 2
2022-07-27,2022-07-27 21 27 55,Arkansas,AR,4,1 to 2
2022-07-27,2022-07-27 21 27 55,California,CA,799,1 to 2
2022-07-27,2022-07-27 21 27 55,Colorado,CO,53,1 to 2
2022-07-27,2022-07-27 21 27 55,Connecticut,CT,28,1 to 2
2022-07-27,2022-07-27 21 27 55,Delaware,DE,3,1 to 2
2022-07-27,2022-07-27 21 27 55,District of Columbia,DC,205,1 to 2
2022-07-27,2022-07-27 21 27 55,Florida,FL,332,1 to 2
2022-07-27,2022-07-27 21 27 55,Georgia,GA,312,1 to 2
2022-07-27,2022-07-27 21 27 55,Hawaii,HI,10,1 to 2
2022-07-27,2022-07-27 21 27 55,Idaho,ID,3,1 to 2
2022-07-27,2022-07-27 21 27 55,Illinois,IL,385,1 to 2
2022-07-27,2022-07-27 21 27 55,Indiana,IN,37,1 to 2
2022-07-27,2022-07-27 21 27 55,Iowa,IA,9,1 to 2
2022-07-27,2022-07-27 21 27 55,Kansas,KS,1,1 to 2
2022-07-27,2022-07-27 21 27 55,Kentucky,KY,6,1 to 2
2022-07-27,2022-07-27 21 27 55,Louisiana,LA,28,1 to 2
2022-07-27,2022-07-27 21 27 55,Maine,ME,1,1 to 2
2022-07-27,2022-07-27 21 27 55,Maryland,MD,101,1 to 2
2022-07-27,2022-07-27 21 27 55,Massachusetts,MA,113,1 to 2
2022-07-27,2022-07-27 21 27 55,Michigan,MI,28,1 to 2
2022-07-27,2022-07-27 21 27 55,Minnesota,MN,28,1 to 2
2022-07-27,2022-07-27 21 27 55,Mississippi,MS,1,1 to 2
2022-07-27,2022-07-27 21 27 55,Missouri,MO,6,1 to 2
2022-07-27,2022-07-27 21 27 55,Nebraska,NE,8,1 to 2
2022-07-27,2022-07-27 21 27 55,Nevada,NV,11,1 to 2
2022-07-27,2022-07-27 21 27 55,New Hampshire,NH,7,1 to 2
2022-07-27,2022-07-27 21 27 55,New Jersey,NJ,102,1 to 2
2022-07-27,2022-07-27 21 27 55,New Mexico,NM,7,1 to 2
2022-07-27,2022-07-27 21 27 55,New York,NY,1228,1 to 2
2022-07-27,2022-07-27 21 27 55,North Carolina,NC,15,1 to 2
2022-07-27,2022-07-27 21 27 55,North Dakota,ND,1,1 to 2
2022-07-27,2022-07-27 21 27 55,Ohio,OH,17,1 to 2
2022-07-27,2022-07-27 21 27 55,Oklahoma,OK,8,1 to 2
2022-07-27,2022-07-27 21 27 55,Oregon,OR,51,1 to 2
2022-07-27,2022-07-27 21 27 55,Pennsylvania,PA,114,1 to 2
2022-07-27,2022-07-27 21 27 55,Puerto Rico,PR,10,1 to 2
2022-07-27,2022-07-27 21 27 55,Rhode Island,RI,16,1 to 2
2022-07-27,2022-07-27 21 27 55,South Carolina,SC,13,1 to 2
2022-07-27,2022-07-27 21 27 55,South Dakota,SD,1,1 to 2
2022-07-27,2022-07-27 21 27 55,Tennessee,TN,21,1 to 2
2022-07-27,2022-07-27 21 27 55,Texas,TX,287,1 to 2
2022-07-27,2022-07-27 21 27 55,Utah,UT,22,1 to 2
2022-07-27,2022-07-27 21 27 55,Virginia,VA,39,1 to 2
2022-07-27,2022-07-27 21 27 55,Washington,WA,103,1 to 2
2022-07-27,2022-07-27 21 27 55,West Virginia,WV,2,1 to 2
2022-07-27,2022-07-27 21 27 55,Wisconsin,WI,13,1 to 2
2022-07-27,2022-07-27 21 27 55,Non-US Resident,Non-US Resident,3,1 to 2
2022-06-10,2022-06-12 19 55 04,Massachusetts,MA,1,1 to 2
2022-06-10,2022-06-12 19 55 04,Florida,FL,4,1 to 2
2022-06-10,2022-06-12 19 55 04,Georgia,GA,1,1 to 2
2022-06-10,2022-06-12 19 55 04,Hawaii,HI,2,1 to 2
2022-06-10,2022-06-12 19 55 04,Illinois,IL,3,1 to 2
2022-06-10,2022-06-12 19 55 04,Utah,UT,2,1 to 2
2022-06-10,2022-06-12 19 55 04,California,CA,8,1 to 2
2022-06-10,2022-06-12 19 55 04,Washington,WA,1,1 to 2
2022-06-10,2022-06-12 19 55 04,Virginia,VA,1,1 to 2
2022-06-10,2022-06-12 19 55 04,New York,NY,9,1 to 2
2022-06-10,2022-06-12 19 55 04,Pennsylvania,PA,1,1 to 2
2022-06-10,2022-06-12 19 55 04,Colorado,CO,3,1 to 2
2022-06-10,2022-06-12 19 55 04,District of Columbia,DC,2,1 to 2
2022-06-10,2022-06-12 19 55 04,Arizona,AZ,1,1 to 2
2022-06-10,2022-06-12 19 55 04,Texas,TX,1,1 to 2
2022-07-14,2022-07-15 19 42 24,Alabama,AL,2,1 to 2
2022-07-14,2022-07-15 19 42 24,Arizona,AZ,11,1 to 2
2022-07-14,2022-07-15 19 42 24,Arkansas,AR,2,1 to 2
2022-07-14,2022-07-15 19 42 24,California,CA,266,1 to 2
2022-07-14,2022-07-15 19 42 24,Colorado,CO,20,1 to 2
2022-07-14,2022-07-15 19 42 24,Connecticut,CT,12,1 to 2
2022-07-14,2022-07-15 19 42 24,Delaware,DE,1,1 to 2
2022-07-14,2022-07-15 19 42 24,District of Columbia,DC,108,1 to 2
2022-07-14,2022-07-15 19 42 24,Florida,FL,154,1 to 2
2022-07-14,2022-07-15 19 42 24,Georgia,GA,93,1 to 2
2022-07-14,2022-07-15 19 42 24,Hawaii,HI,8,1 to 2
2022-07-14,2022-07-15 19 42 24,Idaho,ID,1,1 to 2
2022-07-14,2022-07-15 19 42 24,Illinois,IL,174,1 to 2
2022-07-14,2022-07-15 19 42 24,Indiana,IN,11,1 to 2
2022-07-14,2022-07-15 19 42 24,Iowa,IA,3,1 to 2
2022-07-14,2022-07-15 19 42 24,Kansas,KS,1,
2022-07-14,2022-07-15 19 42 24,Kentucky,KY,3,1 to 2
2022-07-14,2022-07-15 19 42 24,Louisiana,LA,6,1 to 2
2022-07-14,2022-07-15 19 42 24,Maryland,MD,37,1 to 2
2022-07-14,2022-07-15 19 42 24,Massachusetts,MA,51,1 to 2
2022-07-14,2022-07-15 19 42 24,Michigan,MI,13,1 to 2
2022-07-14,2022-07-15 19 42 24,Minnesota,MN,12,1 to 2
2022-07-14,2022-07-15 19 42 24,Missouri,MO,4,1 to 2
2022-07-14,2022-07-15 19 42 24,Nebraska,NE,2,1 to 2
2022-07-14,2022-07-15 19 42 24,Nevada,NV,6,1 to 2
2022-07-14,2022-07-15 19 42 24,New Hampshire,NH,1,1 to 2
2022-07-14,2022-07-15 19 42 24,New Jersey,NJ,31,1 to 2
2022-07-14,2022-07-15 19 42 24,New Mexico,NM,5,1 to 2
2022-07-14,2022-07-15 19 42 24,New York,NY,489,1 to 2
2022-07-14,2022-07-15 19 42 24,North Carolina,NC,13,1 to 2
2022-07-14,2022-07-15 19 42 24,Ohio,OH,7,1 to 2
2022-07-14,2022-07-15 19 42 24,Oklahoma,OK,3,1 to 2
2022-07-14,2022-07-15 19 42 24,Oregon,OR,21,1 to 2
2022-07-14,2022-07-15 19 42 24,Pennsylvania,PA,43,1 to 2
2022-07-14,2022-07-15 19 42 24,Puerto Rico,PR,4,1 to 2
2022-07-14,2022-07-15 19 42 24,Rhode Island,RI,4,1 to 2
2022-07-14,2022-07-15 19 42 24,South Carolina,SC,4,1 to 2
2022-07-14,2022-07-15 19 42 24,South Dakota,SD,1,1 to 2
2022-07-14,2022-07-15 19 42 24,Tennessee,TN,6,1 to 2
2022-07-14,2022-07-15 19 42 24,Texas,TX,76,1 to 2
2022-07-14,2022-07-15 19 42 24,Utah,UT,13,1 to 2
2022-07-14,2022-07-15 19 42 24,Virginia,VA,44,1 to 2
2022-07-14,2022-07-15 19 42 24,Washington,WA,41,1 to 2
2022-07-14,2022-07-15 19 42 24,West Virginia,WV,1,1 to 2
2022-07-14,2022-07-15 19 42 24,Wisconsin,WI,6,1 to 2
2022-06-10,2022-06-10 22 56 44,Massachusetts,MA,1,1 to 2
2022-06-10,2022-06-10 22 56 44,Florida,FL,4,1 to 2
2022-06-10,2022-06-10 22 56 44,Georgia,GA,1,1 to 2
2022-06-10,2022-06-10 22 56 44,Hawaii,HI,2,1 to 2
2022-06-10,2022-06-10 22 56 44,Illinois,IL,3,1 to 2
2022-06-10,2022-06-10 22 56 44,Utah,UT,2,1 to 2
2022-06-10,2022-06-10 22 56 44,California,CA,8,1 to 2
2022-06-10,2022-06-10 22 56 44,Washington,WA,1,1 to 2
2022-06-10,2022-06-10 22 56 44,Virginia,VA,1,1 to 2
2022-06-10,2022-06-10 22 56 44,New York,NY,9,1 to 2
2022-06-10,2022-06-10 22 56 44,Pennsylvania,PA,1,1 to 2
2022-06-10,2022-06-10 22 56 44,Colorado,CO,3,1 to 2
2022-06-10,2022-06-10 22 56 44,District of Columbia,DC,2,1 to 2
2022-06-10,2022-06-10 22 56 44,Arizona,AZ,1,1 to 2
2022-06-10,2022-06-10 22 56 44,Texas,TX,1,1 to 2
2022-06-23,2022-06-23 23 37 12,Arizona,AZ,1,1 to 2
2022-06-23,2022-06-23 23 37 12,California,CA,40,1 to 2
2022-06-23,2022-06-23 23 37 12,Colorado,CO,5,1 to 2
2022-06-23,2022-06-23 23 37 12,District of Columbia,DC,4,1 to 2
2022-06-23,2022-06-23 23 37 12,Florida,FL,16,1 to 2
2022-06-23,2022-06-23 23 37 12,Georgia,GA,5,1 to 2
2022-06-23,2022-06-23 23 37 12,Hawaii,HI,5,1 to 2
2022-06-23,2022-06-23 23 37 12,Illinois,IL,19,1 to 2
2022-06-23,2022-06-23 23 37 12,Indiana,IN,2,1 to 2
2022-06-23,2022-06-23 23 37 12,Maryland,MD,3,1 to 2
2022-06-23,2022-06-23 23 37 12,Massachusetts,MA,9,1 to 2
2022-06-23,2022-06-23 23 37 12,Missouri,MO,2,1 to 2
2022-06-23,2022-06-23 23 37 12,Nevada,NV,1,1 to 2
2022-06-23,2022-06-23 23 37 12,New Jersey,NJ,1,1 to 2
2022-06-23,2022-06-23 23 37 12,New York,NY,22,1 to 2
2022-06-23,2022-06-23 23 37 12,Ohio,OH,1,1 to 2
2022-06-23,2022-06-23 23 37 12,Oklahoma,OK,2,1 to 2
2022-06-23,2022-06-23 23 37 12,Oregon,OR,1,1 to 2
2022-06-23,2022-06-23 23 37 12,Pennsylvania,PA,2,1 to 2
2022-06-23,2022-06-23 23 37 12,Rhode Island,RI,1,1 to 2
2022-06-23,2022-06-23 23 37 12,Texas,TX,4,1 to 2
2022-06-23,2022-06-23 23 37 12,Utah,UT,3,1 to 2
2022-06-23,2022-06-23 23 37 12,Virginia,VA,1,1 to 2
2022-06-23,2022-06-23 23 37 12,Washington,WA,4,1 to 2
2022-06-23,2022-06-23 23 37 12,Non U.S. resident in the U.S.,Non U.S. resident in the U.S.,2,1 to 2
2022-07-20,2022-07-21 21 25 09,Alabama,AL,6,1 to 2
2022-07-20,2022-07-21 21 25 09,Arizona,AZ,22,1 to 2
2022-07-20,2022-07-21 21 25 09,Arkansas,AR,3,1 to 2
2022-07-20,2022-07-21 21 25 09,California,CA,356,1 to 2
2022-07-20,2022-07-21 21 25 09,Colorado,CO,31,1 to 2
2022-07-20,2022-07-21 21 25 09,Connecticut,CT,16,1 to 2
2022-07-20,2022-07-21 21 25 09,Delaware,DE,3,1 to 2
2022-07-20,2022-07-21 21 25 09,District of Columbia,DC,110,1 to 2
2022-07-20,2022-07-21 21 25 09,Florida,FL,226,1 to 2
2022-07-20,2022-07-21 21 25 09,Georgia,GA,158,1 to 2
2022-07-20,2022-07-21 21 25 09,Hawaii,HI,8,1 to 2
2022-07-20,2022-07-21 21 25 09,Idaho,ID,2,1 to 2
2022-07-20,2022-07-21 21 25 09,Illinois,IL,230,1 to 2
2022-07-20,2022-07-21 21 25 09,Indiana,IN,35,1 to 2
2022-07-20,2022-07-21 21 25 09,Iowa,IA,5,1 to 2
2022-07-20,2022-07-21 21 25 09,Kansas,KS,2,1 to 2
2022-07-20,2022-07-21 21 25 09,Kentucky,KY,4,1 to 2
2022-07-20,2022-07-21 21 25 09,Louisiana,LA,17,1 to 2
2022-07-20,2022-07-21 21 25 09,Maryland,MD,49,1 to 2
2022-07-20,2022-07-21 21 25 09,Massachusetts,MA,55,1 to 2
2022-07-20,2022-07-21 21 25 09,Michigan,MI,19,1 to 2
2022-07-20,2022-07-21 21 25 09,Minnesota,MN,19,1 to 2
2022-07-20,2022-07-21 21 25 09,Missouri,MO,8,1 to 2
2022-07-20,2022-07-21 21 25 09,Nebraska,NE,5,1 to 2
2022-07-20,2022-07-21 21 25 09,Nevada,NV,8,1 to 2
2022-07-20,2022-07-21 21 25 09,New Hampshire,NH,3,1 to 2
2022-07-20,2022-07-21 21 25 09,New Jersey,NJ,41,1 to 2
2022-07-20,2022-07-21 21 25 09,New Mexico,NM,7,1 to 2
2022-07-20,2022-07-21 21 25 09,New York,NY,830,1 to 2
2022-07-20,2022-07-21 21 25 09,North Carolina,NC,13,1 to 2
2022-07-20,2022-07-21 21 25 09,North Dakota,ND,1,1 to 2
2022-07-20,2022-07-21 21 25 09,Ohio,OH,9,1 to 2
2022-07-20,2022-07-21 21 25 09,Oklahoma,OK,5,1 to 2
2022-07-20,2022-07-21 21 25 09,Oregon,OR,9,1 to 2
2022-07-20,2022-07-21 21 25 09,Pennsylvania,PA,58,1 to 2
2022-07-20,2022-07-21 21 25 09,Puerto Rico,PR,12,1 to 2
2022-07-20,2022-07-21 21 25 09,Rhode Island,RI,7,1 to 2
2022-07-20,2022-07-21 21 25 09,South Carolina,SC,9,1 to 2
